casa,PC1,PC2
MAC000247,-0.5594447615940144,0.5368722242215704
MAC000248,0.5631385179943246,-0.012916297164807244
MAC000249,-0.7294559060586322,-0.12241384037318223
MAC000250,1.1675795249508631,0.7041092668674046
MAC000251,0.044996245362524334,1.253897788253782
MAC000252,-0.7512280148000554,-0.2695080436645405
MAC000253,1.1675795249508631,0.7041092668674046
MAC000254,1.1675795249508631,0.7041092668674046
MAC000255,-0.5594447615940144,0.5368722242215704
MAC000256,-0.7294559060586322,-0.12241384037318223
MAC000257,0.3931273735297066,-0.6722023617595598
MAC000258,-0.5594447615940144,0.5368722242215704
MAC000259,0.044996245362524334,1.253897788253782
MAC000260,-0.5594447615940144,0.5368722242215704
MAC000261,0.5631385179943246,-0.012916297164807244
MAC000262,0.3931273735297066,-0.6722023617595598
MAC000263,0.3295774082233049,-1.0830028811745347
MAC000264,-0.5594447615940144,0.5368722242215704
MAC000265,0.5631385179943246,-0.012916297164807244
MAC000266,-0.793005871365034,-0.533214359788157
MAC000267,0.5631385179943246,-0.012916297164807244
MAC000268,0.3295774082233049,-1.0830028811745347
MAC000269,-0.793005871365034,-0.533214359788157
MAC000270,-0.7294559060586322,-0.12241384037318223
MAC000271,0.5631385179943246,-0.012916297164807244
MAC000272,-0.5594447615940144,0.5368722242215704
MAC000273,-1.3547185312854477,-0.39945403530442647
MAC000274,0.3931273735297066,-0.6722023617595598
MAC000275,0.5631385179943246,-0.012916297164807244
MAC000276,1.1675795249508631,0.7041092668674046
MAC000277,0.5631385179943246,-0.012916297164807244
MAC000278,0.3295774082233049,-1.0830028811745347
MAC000279,0.3295774082233049,-1.0830028811745347
MAC000280,-0.5167164145578893,1.3876581127375127
MAC000281,1.1675795249508631,0.7041092668674046
MAC000282,0.3295774082233049,-1.0830028811745347
MAC000283,-0.5594447615940144,0.5368722242215704
MAC000284,-0.793005871365034,-0.533214359788157
MAC000285,0.3295774082233049,-1.0830028811745347
MAC000286,-0.5594447615940144,0.5368722242215704
MAC000287,-0.793005871365034,-0.533214359788157
MAC000288,-0.5594447615940144,0.5368722242215704
MAC000289,1.1675795249508631,0.7041092668674046
MAC000290,-0.1885648644084953,0.18381120424405484
MAC000291,0.3931273735297066,-0.6722023617595598
MAC000292,-0.793005871365034,-0.533214359788157
MAC000293,-0.793005871365034,-0.533214359788157
MAC000294,-0.5594447615940144,0.5368722242215704
MAC000295,0.5631385179943246,-0.012916297164807244
MAC000296,-0.7294559060586322,-0.12241384037318223
MAC000297,-0.7294559060586322,-0.12241384037318223
MAC000298,-0.7502775243289089,0.3175715287277854
MAC000299,-0.7294559060586322,-0.12241384037318223
MAC000300,0.5631385179943246,-0.012916297164807244
MAC000301,0.044996245362524334,1.253897788253782
MAC000302,0.5631385179943246,-0.012916297164807244
MAC000303,-1.121157421514428,0.670632548705301
MAC000304,-0.5594447615940144,0.5368722242215704
MAC000305,-0.793005871365034,-0.533214359788157
MAC000306,0.5631385179943246,-0.012916297164807244
MAC000307,-1.2911685659790457,0.011346484110548297
MAC000308,0.9340184151798437,-0.36597731714232284
MAC000309,-0.1250148991020935,0.5946117236590296
MAC000310,-0.1885648644084953,0.18381120424405484
MAC000311,-0.6867275590225072,0.7283720481427601
MAC000312,-0.7512280148000554,-0.2695080436645405
MAC000313,-0.5594447615940144,0.5368722242215704
MAC000314,-0.793005871365034,-0.533214359788157
MAC000315,0.9340184151798437,-0.36597731714232284
MAC000316,-0.7502775243289089,0.3175715287277854
MAC000317,-1.121157421514428,0.670632548705301
MAC000318,0.5631385179943246,-0.012916297164807244
MAC000319,1.1675795249508631,0.7041092668674046
MAC000320,0.4358557205658319,0.17858352675638256
MAC000321,-0.7512280148000554,-0.2695080436645405
MAC000322,-0.23213525169710875,-0.949242556690804
MAC000323,0.9975683804862455,0.04482320227265202
MAC000324,-0.793005871365034,-0.533214359788157
MAC000325,0.9340184151798437,-0.36597731714232284
MAC000326,0.3931273735297066,-0.6722023617595598
MAC000327,-0.1250148991020935,0.5946117236590296
MAC000328,-0.1885648644084953,0.18381120424405484
MAC000329,-0.5594447615940144,0.5368722242215704
MAC000330,-0.793005871365034,-0.533214359788157
