metrica,valor
casas_clusterizadas,5384.0
clusters_generados,7.0
casas_sin_Acorn_grouped,0.0
casas_sin_stdorToU,0.0
cluster_mayor_pct,19.075037147102524
cluster_menor_pct,9.769687964338782
