modelo,configuracion,K,Inertia,n_clusters,ruido_pct,cluster_mayor_pct_sin_ruido,cluster_menor_pct_sin_ruido,Silhouette,Davies_Bouldin,Calinski_Harabasz
KMeans,K=2,2,7064.895475613959,2,0.0,51.355869242199105,48.64413075780089,0.3251342975619131,1.5309668279333273,2196.361224556115
KMeans,K=3,3,5608.482494935795,3,0.0,37.25854383358098,30.442050520059432,0.36500742641474343,1.2748223689169085,2081.7696772466898
KMeans,K=4,4,4549.629644356014,4,0.0,30.943536404160476,16.679049034175332,0.40646503650645904,1.237426328100602,2127.896747614998
KMeans,K=5,5,3886.8044209284935,5,0.0,27.656017830609215,15.13744427934621,0.45113214428013,1.0497320285977563,2097.0546307983327
KMeans,K=6,6,3270.552269489726,6,0.0,24.702823179791977,9.769687964338782,0.5077617075742241,1.0276759262876398,2196.051597370806
KMeans,K=7,7,2736.0077747389696,7,0.0,19.075037147102524,9.769687964338782,0.573388279562712,0.9313933656025485,2362.266431954821
KMeans,K=8,8,2279.228089226514,8,0.0,19.075037147102524,8.580980683506686,0.6403324479453665,0.7987152136039031,2584.0522624386645
KMeans,K=9,9,1925.9459535642206,9,0.0,15.13744427934621,5.720653789004458,0.6964720144454384,0.7345216211118468,2798.5425873128106
KMeans,K=10,10,1603.8429634119525,10,0.0,15.13744427934621,5.776374442793462,0.7465801970237081,0.7412048141720053,3106.5450350092447
