LCLid,consumo_total,consumo_medio,consumo_std,consumo_max,consumo_min,consumo_mediana,dias_registrados,dias_consumo_cero,energy_count_promedio,consumo_invierno,consumo_otono,consumo_primavera,consumo_verano,consumo_finde,consumo_semana,stdorToU,Acorn,Acorn_grouped,ratio_invierno_verano,ratio_finde_semana,coef_variacion_diario,intensidad_pico_diario,pct_dias_consumo_cero,ratio_invierno_verano_clip,ratio_finde_semana_clip,coef_variacion_diario_clip,intensidad_pico_diario_clip
MAC000391,5328.3560008,7.4211086362117,2.160468230311701,37.4399999,0.204,7.200000000000001,718,0,47.889972144846794,8.014166670555555,7.33132966978022,7.17943023255814,7.155663044565217,8.143446080392158,7.1344221797665375,Std,ACORN-Q,Adversity,1.1199752560550098,1.1414302004802914,0.291124688384818,5.045067615941088,0.0,1.1199752560550098,1.1414302004802914,0.291124688384818,5.045067615941088
MAC000392,1857.8880000000001,2.5875877437325907,1.0450365531648595,6.692,0.086,2.4490000000000003,718,0,47.901114206128135,3.2093833333333333,2.5220989010989014,2.212697674418605,2.3945271739130436,2.726490196078432,2.5324591439688717,ToU,ACORN-Q,Adversity,1.3402988397871658,1.07661721846705,0.40386500973002254,2.5861914943820654,0.0,1.3402988397871658,1.07661721846705,0.40386500973002254,2.5861914943820654
MAC000393,4734.8309995,16.9101107125,3.7171230969418434,27.2830001,9.304,16.665500050000002,280,0,47.910714285714285,20.388823529411766,17.921527463736265,15.972562503750002,16.082141304347825,17.451987496250002,16.693359999000002,Std,ACORN-D,Affluent,1.2677927569326148,1.04544480271501,0.21981659022359598,1.6134133566860076,0.0,1.2677927569326148,1.04544480271501,0.21981659022359598,1.6134133566860076
MAC000394,6359.090999200001,8.856672700835656,3.8521866683836303,21.511999900000006,0.118,9.24,718,0,47.87743732590529,9.462866662777778,10.110978021428572,7.940837211046512,7.879092389673914,8.924156856862744,8.829889105836576,Std,ACORN-H,Comfortable,1.201009582546579,1.010675869110065,0.4349473401080774,2.428902839445274,0.0,1.201009582546579,1.010675869110065,0.4349473401080774,2.428902839445274
MAC000395,8378.4099994,11.669094706685238,1.7125593499236396,18.298,0.332,11.799499999999998,718,0,47.87883008356546,12.056105554444445,11.856384614835166,11.105226744186048,11.632336954891304,11.935245096568627,11.563463034435799,ToU,ACORN-L,Adversity,1.0364301313456037,1.0321513571560972,0.146760245435515,1.568073521714031,0.0,1.0364301313456037,1.0321513571560972,0.146760245435515,1.568073521714031
MAC000396,7875.3439988,10.968445680779944,3.612956544600938,26.962999700000008,0.142,10.856000000000002,718,0,47.8983286908078,11.984994441666668,12.077549445604395,10.318331395348837,9.484663044565218,10.174950980882352,11.283373538326847,Std,ACORN-E,Affluent,1.263618235221959,0.9017648883603525,0.3293954604284978,2.4582331924216207,0.0,1.263618235221959,0.9017648883603525,0.3293954604284978,2.4582331924216207
MAC000397,7173.774999900001,9.991330083426185,1.0975211685119075,14.323000100000002,0.191,9.816500000000001,718,0,47.82869080779944,10.36685555611111,10.028626374725274,9.885627905232559,9.68588586902174,9.73532843137255,10.092933851945526,Std,ACORN-F,Comfortable,1.070305248894379,0.964568638773682,0.10984734259607283,1.4335427362385453,0.0,1.070305248894379,0.964568638773682,0.10984734259607283,1.4335427362385453
MAC000398,8248.2189987,11.633595202679832,3.9162051786687924,24.456999999999997,0.049,11.459000000000003,709,0,46.71650211565586,13.734094436666666,12.212016486263737,10.949424417441861,9.543965713142857,11.606393031840797,11.644358266338582,Std,ACORN-E,Affluent,1.4390341929581174,0.9967395170803828,0.33662894176838315,2.1022734134752126,0.0,1.4390341929581174,0.9967395170803828,0.33662894176838315,2.1022734134752126
MAC000399,520.8349999000001,0.8455113634740261,2.033042920823408,15.069000300000004,0.0,0.0495,616,292,47.88798701298701,0.6518222222222223,1.8190467824561405,0.5692865508771932,0.29220652119565216,0.6566647727272727,0.9210499997727274,Std,ACORN-F,Comfortable,2.2306825627044162,0.7129515877940603,2.4045099854839234,17.822329927956066,0.47402597325645135,2.2306825627044162,0.7129515877940603,1.1591789297740154,8.870065343963248
MAC000400,3480.9310004,4.854854951743375,2.736801067546525,25.4899997,0.144,4.106999999999998,717,0,47.90516039051604,4.702538888888889,5.058840660439561,4.568631578947368,5.068092392391304,3.9380196088235295,5.219444444834308,Std,ACORN-E,Affluent,0.9278713955723035,0.7544900412209485,0.5637244636607069,5.250413184936323,0.0,0.9278713955723035,0.7544900412209485,0.5637244636607069,5.250413184936323
MAC000401,6285.8150002,8.766827057461645,1.8473404849662103,16.808999999999994,0.213,8.541000000000002,717,0,47.89818688981869,9.360188889444446,8.712032967032968,9.119970760818713,7.912369565217392,8.796401960784314,8.755066277192983,ToU,ACORN-K,Adversity,1.1829816124375712,1.0047212296927757,0.21071936997713753,1.9173411283792061,0.0,1.1829816124375712,1.0047212296927757,0.21071936997713753,1.9173411283792061
MAC000402,5184.9579997,7.231461645327754,2.6368323512994007,17.083000000000002,0.209,6.657999999999999,717,0,47.88423988842399,7.381661108888888,6.624368133516484,7.9179590631578955,7.047027173913044,7.643799019117647,7.067491227680312,ToU,ACORN-Q,Adversity,1.047485681441519,1.0815433215731303,0.3646333363836232,2.3623160123819935,0.0,1.047485681441519,1.0815433215731303,0.3646333363836232,2.3623160123819935
MAC000403,4914.2790001,6.853945606834031,1.1923662984918477,22.323,0.053,6.797999999999997,717,0,47.88145048814505,7.81158333388889,7.152285714285715,6.488111111111111,5.962016304347826,6.988549019607843,6.800419103508772,Std,ACORN-E,Affluent,1.3102248677125206,1.0276643079744445,0.1739678417253712,3.2569556316271653,0.0,1.3102248677125206,1.0276643079744445,0.1739678417253712,3.2569556316271653
MAC000404,884.3670001000002,1.233426778382148,1.0941842982168075,7.0550000000000015,0.0,0.7080000000000004,717,1,47.89260808926081,0.9880611116666668,1.2959670335164837,1.0725204684210528,1.561135868478261,0.49522549019607864,1.526980507017544,Std,ACORN-E,Affluent,0.6329112658967516,0.3243166259186326,0.887108525844957,5.719832262294144,0.0013947001375248255,0.6329112658967516,0.3243166259186326,0.887108525844957,5.719832262294144
MAC000405,8312.4389996,11.707660562816903,2.3439749643862506,26.705,0.142,11.7665,710,0,47.90281690140845,13.108783332222222,11.34135164835165,10.47354268109756,11.799298913586957,11.726920791584158,11.700001967913385,Std,ACORN-H,Comfortable,1.110979755428319,1.0023006681062043,0.2002086370373592,2.2809849649919918,0.0,1.110979755428319,1.0023006681062043,0.2002086370373592,2.2809849649919918
MAC000406,4435.1140002,6.246639436901408,1.2195647322743897,12.015999999999996,0.037,6.1975000000000025,710,0,47.83661971830986,6.908705555555556,6.368582417582418,6.192042684146342,5.527010869565218,6.452806931683169,6.164659448818898,ToU,ACORN-I,Comfortable,1.2499892742403371,1.0467416632686521,0.1952353020144928,1.9235939896614938,0.0,1.2499892742403371,1.0467416632686521,0.1952353020144928,1.9235939896614938
MAC000407,2306.8489999000003,3.2490830984507046,1.132991356595276,9.278,0.058,3.1750000000000007,710,0,47.89859154929577,3.497522223888889,3.252571430219781,3.3511768256097563,2.911597825543478,3.390485149009901,3.192856298818898,Std,ACORN-F,Comfortable,1.2012376819241375,1.0618968628081529,0.34871099739632233,2.855573976809073,0.0,1.2012376819241375,1.0618968628081529,0.34871099739632233,2.855573976809073
MAC000408,366.9770000000002,0.5168690140845074,0.2337424981812427,1.4839999999999995,0.0,0.5900000000000004,710,22,47.90281690140845,0.5591166666666669,0.6036263736263741,0.23301829268292693,0.642722826086957,0.51060396039604,0.5193602362204728,ToU,ACORN-Q,Adversity,0.8699174419449973,0.9831383722663597,0.4522268497143388,2.871128058431666,0.030985915449315612,0.8699174419449973,0.9831383722663597,0.4522268497143388,2.871128058431666
MAC000409,21139.7380062,29.77427888197183,16.061270571925487,109.03799999999998,0.562,26.998499999999993,710,0,47.9,42.86020557388889,29.300895620329673,26.789189035365858,20.101690207608698,30.211153476732676,29.60056103129921,Std,ACORN-E,Affluent,2.1321691359812482,1.0206276977034365,0.5394343922201961,3.6621540615671417,0.0,2.1321691359812482,1.0206276977034365,0.5394343922201961,3.6621540615671417
MAC000410,509.72199989999996,2.6827473678947364,2.0403158901490928,10.293,0.7270000000000002,1.6935000000000004,190,0,47.88947368421053,,1.2862307692307693,4.67862499861111,1.5154239130434781,3.0172222203703707,2.549941176470588,Std,ACORN-N,Adversity,,1.1832512314246089,0.7605319658623865,3.83673702803418,0.0,,1.1832512314246089,0.7605319658623865,3.83673702803418
MAC000411,2681.2919999,3.776467605492958,0.7132683911524755,7.3290000000000015,0.052,3.9245,710,0,47.904225352112675,4.335288888888889,3.730461538461539,3.8626951219512193,3.198445651630435,3.84730693069307,3.748299212401575,Std,ACORN-F,Comfortable,1.3554357352432123,1.0264137642881226,0.18887179152370306,1.9407019534969276,0.0,1.3554357352432123,1.0264137642881226,0.18887179152370306,1.9407019534969276
MAC000412,5805.0470001,8.176122535352112,1.4514968109032689,15.767999999999995,0.19,8.2315,710,0,47.83098591549296,8.340494444444444,8.487104395054944,8.132896341463415,7.746250001086957,8.365613861386139,8.100773622244095,Std,ACORN-Q,Adversity,1.0767136829511594,1.0326930758466994,0.17752872796347235,1.9285422892428121,0.0,1.0767136829511594,1.0326930758466994,0.17752872796347235,1.9285422892428121
MAC000413,4706.0050001,6.628176056478873,1.7820921810705783,12.7190001,0.04,6.365500000000001,710,0,47.901408450704224,7.143766666111111,6.809587913186813,6.650225612804879,5.924701084239131,5.895673265841585,6.919446851181102,Std,ACORN-E,Affluent,1.205759642348082,0.8520438902990264,0.26886610992514587,1.9189288384454823,0.0,1.205759642348082,0.8520438902990264,0.26886610992514587,1.9189288384454823
MAC000414,4406.779,6.2067309859154935,3.0384215019844056,23.45100000000001,0.061,5.8375,710,0,47.21830985915493,4.280016666666667,6.234104395604396,7.595987804878049,6.826233695652174,6.147970297029704,6.230096456692913,Std,ACORN-E,Affluent,0.6269952407866569,0.9868176765718197,0.4895364434744862,3.778316842617941,0.0,0.6269952407866569,0.9868176765718197,0.4895364434744862,3.778316842617941
MAC000415,12127.7230004,17.08130000056338,7.983506400037292,38.4589997,3.649000000000001,15.62449985,710,0,47.89859154929577,26.290816670555554,15.38302197142857,17.230115857317074,9.619168479891304,17.304702966336635,16.992466537795277,Std,ACORN-E,Affluent,2.7331690875720636,1.0183749315893569,0.46738280648376707,2.2515263737072213,0.0,2.7331690875720636,1.0183749315893569,0.46738280648376707,2.2515263737072213
MAC000416,6702.1550001000005,9.43965492971831,2.8884459408036873,20.121000199999997,0.029,8.965499999999999,710,0,47.76056338028169,8.55357778111111,11.314472526923078,8.260609755487804,9.502918476630436,9.595940598514852,9.377509840944882,Std,ACORN-Q,Adversity,0.9000999958113984,1.0232929357560692,0.30599059566463266,2.131539576210002,0.0,0.9000999958113984,1.0232929357560692,0.30599059566463266,2.131539576210002
MAC000417,2771.84,3.9040000000000004,0.908442905965561,7.1140000000000025,0.235,3.7855,710,0,47.89718309859155,4.521649999999999,3.952043956043956,3.659603658536586,3.470086956521739,3.976232673267327,3.8752775590551183,Std,ACORN-Q,Adversity,1.3030361352950544,1.0260508019420476,0.23269535688273668,1.8222331397968397,0.0,1.3030361352950544,1.0260508019420476,0.23269535688273668,1.8222331397968397
MAC000418,3802.5890003,5.355759155352112,5.417556998807057,20.178999999999995,0.0,4.913499999999999,710,298,47.89295774647887,9.613272222777777,5.125038462087912,4.584762195731708,2.106206521739131,6.281143565346535,4.987791338779528,ToU,ACORN-E,Affluent,4.564256904200938,1.2593033427858145,1.0115383888864384,3.7677191313047764,0.4197183092680024,4.564256904200938,1.2593033427858145,1.0115383888864384,3.7677191313047764
MAC000419,4946.515,6.976748942172073,2.330514807528048,15.605999999999998,0.081,7.107,709,0,47.01692524682652,9.218411111111111,6.5975966850828724,6.942384146341463,5.18741847826087,6.67130693069307,7.098443786982249,Std,ACORN-E,Affluent,1.7770706899149147,0.939826557914136,0.3340401801476187,2.2368581544921153,0.0,1.7770706899149147,0.939826557914136,0.3340401801476187,2.2368581544921153
MAC000420,11822.4719976,16.651369010704226,8.588595058917603,45.1890002,0.203,15.978999950000002,710,0,47.75915492957746,22.750399975,16.941087913186813,16.456475615243903,10.572065222826087,16.50064356930693,16.711303142913387,Std,ACORN-E,Affluent,2.1519350612730506,0.9873941272443545,0.5157890944346609,2.713830764132353,0.0,2.1519350612730506,0.9873941272443545,0.5157890944346609,2.713830764132353
MAC000421,1986.9679999,2.798546478732394,1.54378206350184,9.796,0.008,2.1309999999999993,710,0,47.787323943661974,3.046350000555555,2.8138626368131865,2.4908475603658533,2.8152336956521737,2.5018960396039605,2.9165059053149607,ToU,ACORN-E,Affluent,1.0820945071685546,0.8578399163206419,0.551636902798268,3.5003872810609273,0.0,1.0820945071685546,0.8578399163206419,0.551636902798268,3.5003872810609273
MAC000422,4197.0310001,5.911311267746479,1.8914942528404977,12.8,0.131,6.220000000000001,710,0,47.80845070422535,4.5189055555555555,6.345945054945055,6.885823170731708,5.974951087500001,6.007049505445545,5.873242125984252,Std,ACORN-E,Affluent,0.7563082497363297,1.0227823668441904,0.3199787402808914,2.16533984676124,0.0,0.7563082497363297,1.0227823668441904,0.3199787402808914,2.16533984676124
MAC000423,1967.097,2.7705591549295776,0.3791902161845162,4.112,0.011,2.7845,710,0,47.888732394366194,2.9183833333333338,2.7676813186813187,2.67465243902439,2.7142771739130436,2.6373168316831688,2.8235413385826775,Std,ACORN-Q,Adversity,1.0751968465804083,0.9340454349294484,0.13686409786477077,1.4841764011814136,0.0,1.0751968465804083,0.9340454349294484,0.13686409786477077,1.4841764011814136
MAC000424,4809.3330002,6.773708450985916,1.9020978836630056,12.204,0.054,6.981499999999999,710,0,47.891549295774645,7.901261112777778,7.109785712637363,7.1163109768292685,5.032880434782609,7.012524751980199,6.678746063582677,Std,ACORN-E,Affluent,1.5699279260130368,1.0499760936025737,0.2808059450182284,1.8016716081944883,0.0,1.5699279260130368,1.0499760936025737,0.2808059450182284,1.8016716081944883
MAC000425,10095.9050004,14.219584507605633,2.6542248251061995,28.114,0.27,13.854499999999998,710,0,47.87887323943662,15.024694444444446,13.776593407692307,13.731890245731709,14.304836955978262,15.13391584207921,13.856011811614174,Std,ACORN-Q,Adversity,1.0503225895100297,1.092227327431012,0.18665978861947374,1.9771321734352003,0.0,1.0503225895100297,1.092227327431012,0.18665978861947374,1.9771321734352003
MAC000426,4958.7730016,6.9841873261971825,3.020144468010855,22.5920001,0.018,6.218,710,0,47.752112676056335,9.712016672222221,6.334197806043956,6.907719512195122,5.026739129891304,7.9627376267326735,6.595078742125985,Std,ACORN-F,Comfortable,1.93207057083976,1.2073754887102868,0.43242597807429,3.234735239778551,0.0,1.93207057083976,1.2073754887102868,0.43242597807429,3.234735239778551
MAC000427,1022.002,1.4394394366197183,0.489699774027244,4.050999999999998,0.01,1.4069999999999996,710,0,47.8112676056338,1.4827166666666667,1.3304725274725275,1.6438231707317073,1.3227173913043477,1.5808316831683167,1.3832165354330708,Std,ACORN-O,Adversity,1.120961707657624,1.1428655599521265,0.3402014849445392,2.8142880364769276,0.0,1.120961707657624,1.1428655599521265,0.3402014849445392,2.8142880364769276
MAC000428,5597.8270004,7.88426338084507,2.6025649068550334,21.78700000000001,0.187,7.415000000000001,710,0,47.88591549295775,9.913138892222223,7.680181317032968,7.658719513414634,6.302385869021739,8.047737623762377,7.819259843307087,Std,ACORN-L,Adversity,1.5729181813557802,1.0292197414862883,0.33009609789062894,2.7633522859699924,0.0,1.5729181813557802,1.0292197414862883,0.33009609789062894,2.7633522859699924
MAC000429,4911.3880004,6.917447887887325,4.38599846714225,19.508999900000006,0.045,4.224499999999999,710,0,47.48169014084507,8.387722224444445,9.727543954945055,4.516371952439025,4.8396739130434785,6.939014853960396,6.908872047047244,Std,ACORN-E,Affluent,1.7331168673826773,1.0043627675176394,0.6340485543481607,2.8202593493912027,0.0,1.7331168673826773,1.0043627675176394,0.6340485543481607,2.8202593493912027
MAC000430,4627.2320008,6.572772728409091,3.6394088555757476,18.9250001,0.027,5.404999999999999,704,0,46.13494318181818,5.075422222777778,6.987827776111111,6.766429450920246,7.4746906104972375,6.725980099004975,6.5115506976143145,Std,ACORN-Q,Adversity,0.6790142640333153,1.0329304613321617,0.553709743550939,2.879301932790056,0.0,0.6790142640333153,1.0329304613321617,0.553709743550939,2.879301932790056
MAC000431,14695.2669975,20.726751759520454,9.529383828743129,65.36799979999999,0.237,17.603999899999994,709,0,47.83497884344147,29.118855548333336,19.98559340164835,18.782153373006135,14.972847825543479,22.46620296089109,20.033715975147928,Std,ACORN-C,Affluent,1.9447772356224529,1.1214196041982967,0.459762507871185,3.1537984052988906,0.0,1.9447772356224529,1.1214196041982967,0.459762507871185,3.1537984052988906
MAC000432,1961.6770000000001,5.719174927113703,1.7935112997573301,10.845,0.0,5.985999999999999,343,8,47.798833819241985,5.225067415730337,5.908714286813187,5.919591549295776,5.855021738043479,5.685979591836735,5.73245306122449,Std,ACORN-F,Comfortable,0.8924077069385306,0.9918927445573235,0.3135961059100453,1.8962522115442508,0.023323615092350976,0.8924077069385306,0.9918927445573235,0.3135961059100453,1.8962522115442508
MAC000433,5926.2700011,8.358631877433004,3.4108696906553586,18.655999999999988,0.076,8.829,709,0,47.76868829337094,10.767966672777778,8.305917584065934,7.597533741104295,6.728048912500001,8.453831687128712,8.320702170216963,ToU,ACORN-N,Adversity,1.600458797544299,1.0159996714446284,0.4080654983501156,2.231943940302518,0.0,1.600458797544299,1.0159996714446284,0.4080654983501156,2.231943940302518
MAC000434,4831.9429995,6.81515232651622,2.1653316699584115,19.1060002,0.251,6.489000000000001,709,0,47.90126939351199,7.7025666627777785,6.837247253846154,6.693220858282209,6.0331902179347825,6.860955443564357,6.79690335285996,Std,ACORN-Q,Adversity,1.2766985803268538,1.0094235680508652,0.3177231041205773,2.8034585994804955,0.0,1.2766985803268538,1.0094235680508652,0.3177231041205773,2.8034585994804955
MAC000435,3942.8019995,5.561074752468265,1.7226444429014542,18.332999899999997,0.173,5.386000000000001,709,0,47.89421720733427,6.032105554999999,5.283373625274725,4.883233128220859,5.975445651630435,5.6369405930693075,5.530848125641025,Std,ACORN-Q,Adversity,1.0094819528434924,1.0191817684804385,0.3097682030561918,3.2966642995040942,0.0,1.0094819528434924,1.0191817684804385,0.3097682030561918,3.2966642995040942
MAC000436,3546.4410000000003,5.002032440056418,0.7632938973979246,8.598000000000003,0.049,5.081999999999998,709,0,47.89280677009873,5.545805555555556,5.2550934065934065,4.8031472392638035,4.395956521739131,4.983490099009901,5.009420118343196,Std,ACORN-L,Adversity,1.2615694142016007,0.9948235497234716,0.15259672022290907,1.7189009435936569,0.0,1.2615694142016007,0.9948235497234716,0.15259672022290907,1.7189009435936569
MAC000437,15306.7419989,21.58919887009873,7.54872907374125,56.907999800000006,0.173,20.650999899999995,709,0,47.829337094499294,24.425200005000004,21.50310989945055,21.2222269803681,19.225092383152173,20.613014850990098,21.978132147928996,Std,ACORN-E,Affluent,1.2704853764926272,0.9378874316689844,0.3496530264744234,2.6359476100278356,0.0,1.2704853764926272,0.9378874316689844,0.3496530264744234,2.6359476100278356
MAC000438,2668.2349999000003,4.395774299670511,1.6051866182715149,9.885,0.042,4.4140000000000015,607,0,47.88138385502471,4.6664111111111115,4.040288235294118,4.415049079141105,4.5747608695652175,5.128563218390805,4.10130484965358,Std,ACORN-E,Affluent,1.0200336638625092,1.250470802811254,0.3651657577656057,2.248750067079393,0.0,1.0200336638625092,1.250470802811254,0.3651657577656057,2.248750067079393
MAC000439,8783.430000600001,12.388476728631877,2.0875575689331853,20.169999899999997,0.447,12.374,709,0,47.90126939351199,13.53882777611111,11.608131869780221,12.804386504294477,11.66655435,11.621396045049506,12.694098618343196,ToU,ACORN-F,Comfortable,1.1604820248944443,0.9154958913554126,0.1685079970809073,1.628125774757919,0.0,1.1604820248944443,0.9154958913554126,0.1685079970809073,1.628125774757919
MAC000440,12845.9449988,18.118399152045132,8.775600999933014,84.3780001,0.443,16.705000000000002,709,0,47.88293370944993,21.139216663333336,17.831252747252748,21.87557054846626,12.118913043478262,19.143752469306932,17.70987573964497,Std,ACORN-K,Adversity,1.7443160820757955,1.0809647492606267,0.48434745486855024,4.657033700101592,0.0,1.7443160820757955,1.0809647492606267,0.48434745486855024,4.657033700101592
MAC000441,7273.7020014,10.259100143018335,7.41429863303706,56.6160001,0.021,9.938,709,0,47.830747531734836,14.907366671666667,9.459197806593407,12.554190182822085,4.469940216847826,9.35528218118812,10.619201185009862,Std,ACORN-E,Affluent,3.3350252158750413,0.8809778755690423,0.7227045069228839,5.518612138698828,0.0,3.3350252158750413,0.8809778755690423,0.7227045069228839,5.518612138698828
MAC000442,3954.574,5.5776784203102965,1.6444284275506695,15.565,0.092,5.4270000000000005,709,0,47.89421720733427,6.600683332777778,5.589016485164835,5.685656441104294,4.470043477717391,5.6517178227722775,5.54817948678501,Std,ACORN-D,Affluent,1.4766482449294078,1.0186614938417882,0.2948230444300413,2.7905870572844953,0.0,1.4766482449294078,1.0186614938417882,0.2948230444300413,2.7905870572844953
MAC000443,23655.3399956,33.36437234922426,10.153717337542863,54.68000010000001,0.464,35.2049998,709,0,47.877291960507755,36.50431664944445,33.90141208736264,36.15811041779141,27.286597829891306,33.57415345544555,33.28079092228797,Std,ACORN-E,Affluent,1.3378111679296403,1.0088147401613097,0.30432812962689565,1.6388738828589853,0.0,1.3378111679296403,1.0088147401613097,0.30432812962689565,1.6388738828589853
MAC000444,4371.1519998,6.1739435025423735,1.480827200939679,13.528,0.075,6.045,708,0,47.48728813559322,6.57865,6.032565933516484,6.041699385889571,6.034267759562841,6.295905472636816,6.125591715581854,Std,ACORN-E,Affluent,1.0902149476810172,1.0278034738780024,0.2398510709530816,2.1911437646433805,0.0,1.0902149476810172,1.0278034738780024,0.2398510709530816,2.1911437646433805
MAC000445,5689.6020011,8.02482651777151,1.788974462921305,15.554999999999994,0.086,7.9849999999999985,709,0,47.89421720733427,8.171538889444445,7.715620879120879,7.83453375030675,8.355722824456521,7.246995050495049,8.334731757199211,Std,ACORN-F,Comfortable,0.9779570341383256,0.8694933912830478,0.2229299581778553,1.9383594183865538,0.0,0.9779570341383256,0.8694933912830478,0.2229299581778553,1.9383594183865538
MAC000446,6132.1579984,8.649023975176304,2.9882392782382294,22.6530001,0.061,8.566999999999998,709,0,47.82369534555712,10.833566661111112,9.242456042307692,8.395944782822086,6.149184783152174,10.156801977722772,8.048291911045366,Std,ACORN-H,Comfortable,1.761788803127956,1.2619821482619895,0.34550013288374354,2.6191391706020872,0.0,1.761788803127956,1.2619821482619895,0.34550013288374354,2.6191391706020872
MAC000447,6845.4659998,9.655100140761636,2.094413195892685,24.9879998,0.09,9.343,709,0,47.81523272214386,9.294138889444444,10.796576922527473,9.685196318404909,8.852483695108697,10.010925742574258,9.513331360552268,ToU,ACORN-G,Comfortable,1.0498904216778568,1.052304845785195,0.21692296801020033,2.5880619411128034,0.0,1.0498904216778568,1.052304845785195,0.21692296801020033,2.5880619411128034
MAC000448,3069.2460004,4.328978844005642,1.8074962613567034,10.353000000000002,0.01,4.642999999999999,709,0,47.88575458392101,4.612300000555556,3.949362637362637,4.3303926398773,4.426054347826087,4.355415843069307,4.3184457595660755,Std,ACORN-E,Affluent,1.0420791513194578,1.0085607362001947,0.41753399796017804,2.3915565267266947,0.0,1.0420791513194578,1.0085607362001947,0.41753399796017804,2.3915565267266947
MAC000449,2710.955,3.823631875881523,1.7554038621382533,10.851,0.211,3.736999999999999,709,0,47.889985895627646,3.6869833327777775,3.764379120879121,4.367263803680982,3.5343315222826086,4.3885544554455445,3.5985542406311635,Std,ACORN-Q,Adversity,1.0431908456640013,1.219532329501164,0.45909320249098234,2.837877053637987,0.0,1.0431908456640013,1.219532329501164,0.45909320249098234,2.837877053637987
MAC000450,30352.3049953,72.26739284595239,18.548178886065923,138.1299983,0.953,70.39200045,420,0,47.68333333333333,72.36197770333334,88.30984615054946,71.38866667006803,57.71083697608696,73.19847501916666,71.89495997666667,Std,ACORN-A,Affluent,1.2538715472008433,1.018130812296053,0.25666040933486334,1.9113737323147777,0.0,1.2538715472008433,1.018130812296053,0.25666040933486334,1.9113737323147777
MAC000451,11612.4639994,16.401785309887007,7.969899619590467,46.2620001,0.359,15.323500000000001,708,0,47.81638418079096,22.88228888388889,15.377912086263738,14.801364203703706,12.483972823913044,15.757574252475246,16.658960475098816,ToU,ACORN-H,Comfortable,1.8329331034047733,0.9458917517775084,0.48591656231895947,2.8205464469509174,0.0,1.8329331034047733,0.9458917517775084,0.48591656231895947,2.8205464469509174
MAC000452,13453.474001,19.002081922316385,7.97316326682181,43.56900009999999,0.491,18.10150000000001,708,0,47.90395480225989,25.79311111166667,18.940532975824176,19.337703700617283,12.124070651086956,19.240707922277227,18.906820159486166,Std,ACORN-H,Comfortable,2.1274297821684556,1.0176595927985248,0.4195941728818573,2.292853908601345,0.0,2.1274297821684556,1.0176595927985248,0.4195941728818573,2.292853908601345
MAC000453,9657.1029989,13.639975987146892,5.686113409949552,34.248000000000005,0.08,13.599000050000004,708,0,47.902542372881356,16.807261103888887,13.961692308791209,13.78509876234568,10.095554350543479,13.998064357425744,13.49702371284585,Std,ACORN-G,Comfortable,1.6648178847322248,1.037122229175666,0.4168711879285165,2.510854676094563,0.0,1.6648178847322248,1.037122229175666,0.4168711879285165,2.510854676094563
MAC000454,6739.4560006,9.519005650564972,4.272600579990774,29.72000029999999,0.065,9.366999999999997,708,0,47.76836158192091,11.39043333388889,10.618532966483517,9.224820991975308,6.859695651630435,10.408247527227724,9.16401185790514,Std,ACORN-E,Affluent,1.6604864489425453,1.135773998641793,0.448849416418591,3.122174549403855,0.0,1.6604864489425453,1.135773998641793,0.448849416418591,3.122174549403855
MAC000455,17700.965996400002,25.001364401694918,9.591583213279383,48.31599979999999,0.534,24.522500049999998,708,0,47.90395480225989,34.311733314444446,24.491065935164837,27.345950618518522,14.333891301086958,24.924925737623767,25.031879441501975,Std,ACORN-D,Affluent,2.393748508340791,0.9957272605177163,0.3836423754931857,1.9325344445677557,0.0,2.393748508340791,0.9957272605177163,0.3836423754931857,1.9325344445677557
MAC000456,4244.8599997,7.18250422961083,2.3490794419955914,19.417,1.483,6.7280000000000015,591,0,47.95262267343485,9.872211108888889,6.962709676774193,7.365722222839506,5.890728260326086,6.661070587647059,7.393059381947743,ToU,ACORN-D,Affluent,1.6758894650579146,0.9009896096496053,0.32705572316344445,2.703374293408217,0.0,1.6758894650579146,0.9009896096496053,0.32705572316344445,2.703374293408217
MAC000457,2565.3240001000004,3.623338983192091,1.0470088714855512,17.970000000000006,0.153,3.3830000000000013,708,0,47.88559322033898,3.9479166666666674,3.691884615384615,3.472086419753087,3.371184783152174,3.74230198019802,3.575847826284585,Std,ACORN-Q,Adversity,1.1710765649276171,1.0465492703969772,0.28896235968537437,4.959512517003384,0.0,1.1710765649276171,1.0465492703969772,0.28896235968537437,4.959512517003384
MAC000458,2121.164,5.062443914081146,2.732394276367835,17.2070002,0.069,4.856,419,0,47.78758949880668,6.439566672222222,5.687274723076923,4.508308217123288,3.9766086956521742,5.485558330833333,4.892632108026755,Std,ACORN-E,Affluent,1.6193610047430407,1.1211873463051698,0.5397380757206275,3.3989506043095656,0.0,1.6193610047430407,1.1211873463051698,0.5397380757206275,3.3989506043095656
MAC000459,4496.8820000000005,6.351528248587571,1.2254728547503138,12.761,0.071,6.139000000000001,708,0,47.90112994350282,7.187227777777778,6.784258241758242,5.745117283950617,5.639875000000001,6.3139603960396045,6.3665256916996045,Std,ACORN-E,Affluent,1.2743591840986888,0.9917433322429113,0.192941385733653,2.0091224491861928,0.0,1.2743591840986888,0.9917433322429113,0.192941385733653,2.0091224491861928
