LCLid,consumo_total,consumo_medio,consumo_std,consumo_max,consumo_min,dias_registrados,tarifa,acorn,Acorn_grouped,consumo_invierno,consumo_otono,consumo_primavera,consumo_verano,consumo_finde,consumo_semana
MAC001481,4008.292,6.185635802469136,2.4485631746887844,15.902,0.04,648,Std,ACORN-F,Comfortable,7.896961111111111,6.762582417582418,5.840441176470589,4.132195652173913,6.442282608695653,6.083862068965518
MAC001482,5072.187,7.83954714064915,4.453597589897785,19.993,0.003,647,ToU,ACORN-E,Affluent,11.273483333333333,7.079368131868133,10.504950980392158,3.732295081967213,7.626234972677596,7.923676724137931
MAC001483,2019.5529999,3.1165941356481484,1.292537289731548,7.324999999999997,0.0,648,Std,ACORN-Q,Adversity,3.3701222222222227,2.736263735714286,3.445470588235294,3.0624619565217395,3.3073478255434785,3.040950431034483
MAC001484,7723.8959989,11.919592590895062,3.5484253781990716,26.8499999,0.136,648,Std,ACORN-N,Adversity,11.982816665000001,12.364560442307694,10.60779411764706,12.144804340760869,12.982760871195651,11.497991376293104
MAC001485,3370.7950007,5.201844136882716,2.16813053807943,15.092000099999998,0.032,648,Std,ACORN-N,Adversity,6.749777778888888,5.150851650549451,5.974372550000001,3.30975,4.909277173369565,5.317862070689655
MAC001486,11425.9950004,17.632708333950617,4.7105393024394075,37.117000299999994,0.374,648,Std,ACORN-K,Adversity,20.13867222777778,17.16163735989011,17.87245098235294,15.514271737500001,19.36877173695652,16.944269398275864
MAC001487,1513.5759999000002,2.3357654319444445,0.7104800780949148,5.888999999999999,0.049,648,ToU,ACORN-E,Affluent,2.6507222222222224,2.316285713736264,2.3199411764705884,2.055695652173913,2.3577500000000002,2.3270474135775867
MAC001488,5246.428,8.10885316846986,4.310042591187455,23.951,0.057,647,Std,ACORN-C,Affluent,12.168777777777779,7.081972527472528,8.32663725490196,5.015366120218579,8.204994535519127,8.070935344827587
MAC001489,3911.333,6.036007716049383,1.225435862250898,9.747000000000003,0.118,648,Std,ACORN-Q,Adversity,6.810888888888889,5.828313186813188,5.7415392156862755,5.646646739130436,5.306364130434783,6.325349137931035
MAC001490,3915.0089999,6.05101854698609,1.765806909428083,14.822999999999992,0.042,647,Std,ACORN-F,Comfortable,6.431166666666668,6.04265934010989,6.098078431372549,5.659185792349727,5.799196721311477,6.150336206681034
MAC001491,6878.5310017,10.615016977932099,3.075776563279006,23.4,0.135,648,Std,ACORN-F,Comfortable,12.249861115555555,11.246087914285715,9.758735293137255,8.866179351086956,11.499021748913043,10.26446336185345
MAC001492,3663.2350001,5.67064241501548,1.9587721215541731,23.564,0.035,646,Std,ACORN-F,Comfortable,7.096055555555555,5.769565934065934,4.999245099019608,4.538247252747253,6.0833315222826085,5.506281385281385
MAC001493,6405.638999700001,9.885245369907409,3.4461511043649415,24.826,0.039,648,Std,ACORN-K,Adversity,10.128500001666666,9.921917585714287,9.736480385294117,9.693472823369564,11.340130435869565,9.308308188577586
MAC001494,3279.0660000000003,5.060287037037037,1.040478051621412,11.201000000000004,0.024,648,Std,ACORN-H,Comfortable,5.463477777777778,5.50617032967033,4.51906862745098,4.5248478260869565,5.500315217391305,4.885793103448275
MAC001495,20148.3299974,31.093101847839506,25.467402693754085,124.24700009999997,0.129,648,ToU,ACORN-D,Affluent,48.893433307222224,30.745983528571426,32.43826471078432,13.277391301086956,30.990076072282612,31.13395689676724
MAC001496,5000.1159999,7.716228394907407,1.6274674165149645,12.824000000000002,0.028,648,Std,ACORN-Q,Adversity,8.24868889,7.61060988956044,7.360950978431372,7.496760869565217,7.999635870108696,7.6038426719827585
MAC001497,2731.2350002000003,4.214868827469136,1.718047770438874,23.7730003,0.104,648,Std,ACORN-H,Comfortable,4.469066668333333,4.468978021428572,4.1149313725490195,3.77025,4.236543478804348,4.206273707112069
MAC001498,5319.2689997,8.20874845632716,4.75398219291425,38.94699999999999,0.089,648,Std,ACORN-E,Affluent,10.368244438333333,7.7800879159340655,8.938313729411766,6.115766302717392,9.994902173913044,7.5004461200431045
MAC001499,6546.6119989,10.102796294598765,8.092005560944816,30.954,0.0069999999999999,648,Std,ACORN-E,Affluent,11.523711109444445,7.220686809890111,8.145598031372549,12.648521742391305,9.822266301086957,10.214040947198276
MAC001500,3477.5140004,5.374828439567233,2.250748781076448,17.833000100000003,0.038,647,Std,ACORN-E,Affluent,6.747527779444445,5.127593407142857,5.976637255882354,3.935081966666667,5.77719672021858,5.216135777155173
MAC001501,3934.3120000000004,6.071469135802469,1.5121103237509854,11.816000000000004,0.073,648,Std,ACORN-E,Affluent,6.813605555555556,5.965412087912087,6.0856666666666674,5.442500000000001,6.152820652173914,6.039209051724138
MAC001502,10765.6930006,17.25271314198718,7.906502229350667,53.71300040000001,0.0819999999999999,624,Std,ACORN-D,Affluent,22.358128215384617,19.532895601648352,14.66664705392157,12.102391304347828,15.531443828089888,17.93967712825112
MAC001503,3635.4480000000003,5.6102592592592595,1.0452334988640202,8.092,0.054,648,Std,ACORN-Q,Adversity,5.616338888888889,5.607648351648352,5.499274509803922,5.66841847826087,5.533157608695653,5.640834051724139
MAC001504,2350.0719991,3.632259658578053,2.2704343647963006,35.157,0.0,647,Std,ACORN-E,Affluent,3.574122222222222,4.844170324725274,2.9881078431372554,2.8431912568306017,3.5515355180327868,3.66409698125
MAC001505,5967.0860001,9.208466049537037,2.456918010800642,23.28,0.184,648,ToU,ACORN-K,Adversity,10.233205557222222,8.823467031318682,9.233254901960784,8.5730760875,9.06876086902174,9.26386637974138
MAC001506,7481.420999700001,11.545402777314816,6.732209344850323,45.47200000000001,0.463,648,Std,ACORN-E,Affluent,15.858349997222222,12.371774727472527,8.984058825490196,7.928701084782609,11.613619566304349,11.518351292025862
MAC001507,10352.652998900001,15.976316356327162,3.4560620973262517,27.622,0.19,648,Std,ACORN-H,Comfortable,15.482261111666666,15.417412084065935,17.402823529411766,16.221679345108697,15.541592389130434,16.148706895043105
MAC001508,4661.9109999,7.205426584080371,1.6478305352339122,15.757,0.056,647,ToU,ACORN-F,Comfortable,7.953405556111112,7.113379120329671,7.7014607823529415,6.284775956830602,7.108271739130435,7.244036716846653
MAC001509,3691.4420000000005,5.696669753086421,1.2435364323978253,11.861,0.054,648,ToU,ACORN-Q,Adversity,5.624111112222223,5.83726922967033,5.572676469607844,5.697315217934784,6.15653804402174,5.514308189439656
MAC001510,15065.5810019,23.249353397993826,11.00217784384065,73.30700020000002,0.158,648,Std,ACORN-A,Affluent,31.140733330555555,23.5747198,19.944715678431375,17.03961412826087,24.716434782608697,22.667579745474136
MAC001511,6804.1430003000005,10.51644976862442,1.9962395356028821,20.4940001,0.118,647,Std,ACORN-L,Adversity,10.836972221111111,10.380763738461539,10.983500002941177,10.075803277595629,10.962978140437158,10.340340518534484
MAC001512,3650.5179998,5.633515431790123,1.3349288651077305,9.436,0.047,648,ToU,ACORN-L,Adversity,5.929411111111111,5.368868131868132,5.4555196078431365,5.704494564130435,5.854875,5.545734913362069
MAC001513,6678.3220002,10.306052469444444,1.959799691852907,21.23,0.269,648,Std,ACORN-E,Affluent,10.436283333333334,10.642181319230769,9.308519607843138,10.399157609239131,10.28416847826087,10.314730603879312
MAC001514,26332.8839985,40.63716666435185,14.568040583676176,88.15500029999995,0.809,648,Std,ACORN-E,Affluent,48.25070000111111,44.5693021945055,35.538401965686276,32.12623912173913,38.142445646195654,41.62645258534483
MAC001515,5818.0069999,9.020165891317829,1.5840864332306543,14.259,0.133,645,Std,ACORN-F,Comfortable,8.46965,9.328423076373626,9.277715687254902,9.112541435911602,9.196174863934425,8.950448051515153
MAC001516,6495.9200004,10.024567901851853,7.943099288908513,62.93200030000001,0.183,648,Std,ACORN-E,Affluent,13.93300555388889,9.037153843406593,9.955401972549021,7.216119565217392,10.073320652173914,10.005234914655173
MAC001517,3842.851,5.930325617283951,1.8169901851024144,11.930999999999996,0.036,648,Std,ACORN-E,Affluent,7.631666666666667,5.735565934065934,6.205823529411765,4.305891304347827,6.026288043478261,5.892271551724138
MAC001518,6516.9299978,10.056990737345679,6.565310103213929,46.77,0.028,648,Std,ACORN-D,Affluent,14.797266658888889,8.971906595054945,12.114401945098038,5.352532611413044,11.07213587228261,9.654433183836206
MAC001519,5570.5809997999995,8.609862441731066,1.4152535143386185,18.65899989999999,0.158,647,Std,ACORN-E,Affluent,9.154722221111111,8.520532966483517,8.458774509803922,8.246989071584698,8.981469944808744,8.463301723922413
MAC001520,2812.3550004000003,4.3400540129629634,2.583287556606977,15.879999900000003,0.039,648,Std,ACORN-L,Adversity,5.776433333333333,4.090653845604396,3.539598041176471,3.625320653804348,4.477494565217391,4.285551725
MAC001521,8196.4349998,12.70765116248062,2.491084749833104,21.427999999999994,0.155,645,Std,ACORN-E,Affluent,14.000683333888889,13.332967032417583,11.197882352941177,11.643801103867403,12.56290710273224,12.764984848484849
MAC001522,10539.1910019,16.289321486707884,21.259800167545066,134.20000009999998,0.093,647,Std,ACORN-E,Affluent,14.434727788333333,18.00843407967033,9.003284309803922,20.464863376502734,16.050038256284154,16.383693967672414
MAC001523,8947.9359987,13.808543207870372,3.2982210186803473,24.2309999,0.291,648,Std,ACORN-F,Comfortable,15.057377775555556,13.208978016483517,13.62521568627451,13.28153260923913,15.057206520108695,13.313383618534484
MAC001524,11496.7779976,17.74194135432099,9.144914159398347,43.24,0.229,648,Std,ACORN-N,Adversity,27.100338876111113,15.589148348351648,20.868088239215684,8.98340760923913,18.369858682608697,17.492939655172414
MAC001525,3706.8509999000003,5.720449073919753,0.7817381220688451,8.266000000000002,0.045,648,Std,ACORN-H,Comfortable,5.34908888888889,5.772708790659341,5.953039215686275,5.903108695652174,5.780565216847827,5.696609913793104
MAC001526,2476.7669991000002,3.822171294907408,4.246875362761101,18.567999900000004,0.041,648,Std,ACORN-E,Affluent,1.5628166644444446,4.71697801923077,2.7852549,5.722141305434782,3.7530760836956523,3.8495711200431035
MAC001527,3020.7859994,4.661706789197531,0.994812041365145,7.842,0.034,648,Std,ACORN-Q,Adversity,4.794505556666667,4.663884614835165,4.87218627254902,4.4129619538043485,4.6670760864130445,4.659577585129311
MAC001528,9374.714999,14.489513136012365,5.108422789100697,38.44199999999999,0.113,647,Std,ACORN-A,Affluent,16.34724444277778,15.067769228571429,17.27717646764706,10.533360655737704,13.084409834972677,15.043681032758622
MAC001529,1895.816,2.930163833075734,0.8146509752693273,6.891999999999999,0.028,647,ToU,ACORN-E,Affluent,3.342916666666667,3.0172417582417586,2.586529411764706,2.6291092896174866,2.869071038251366,2.9542586206896555
MAC001530,5919.7600004000005,9.135432099382717,2.854112605721142,18.152,0.06,648,Std,ACORN-O,Adversity,9.558866666666667,9.430824178021977,8.899852941176471,8.559614130434783,10.286951085869566,8.678795259913795
MAC001531,6647.6460006,10.258712963888888,1.411310110533381,16.706999999999994,0.108,648,Std,ACORN-J,Comfortable,11.141744446666667,10.395752748351649,9.848980392156863,9.486461956521739,10.417874998913044,10.195596984482759
MAC001532,5289.2820013,8.162472224228395,2.674557850776611,22.0720001,0.105,648,Std,ACORN-E,Affluent,8.861361115,7.833615387912088,8.930009805882353,7.378576085869566,8.17016304402174,8.15942241637931
MAC001533,5014.7060003,7.738743827623456,3.10906306058046,26.7799999,0.062,648,Std,ACORN-A,Affluent,9.447294446666668,7.237598899450549,7.59493137254902,6.6427554358695655,8.166032611956522,7.569301723491379
MAC001534,8045.8010002,12.416359568209877,3.2971292996371924,26.304,0.067,648,Std,ACORN-E,Affluent,13.050322219444443,11.580967032417583,13.74188235882353,11.887690218478262,11.682440215760868,12.707396552801724
MAC001535,3378.1039996,5.2131234561728395,2.95283357965389,21.492,0.014,648,Std,ACORN-F,Comfortable,8.461266665,4.7799670324175825,4.171421568627451,3.041505434782609,4.571847826086956,5.467422412931035
MAC001536,6456.2310001,9.963319444598765,2.861629648793768,24.299,0.12,648,ToU,ACORN-L,Adversity,11.143133335,10.13104945,9.51091176372549,8.894038043478261,10.79739674076087,9.632564654741378
MAC001537,7099.7579987,14.430402436382114,7.2984063546276925,40.2459999,0.12,492,Std,ACORN-E,Affluent,23.961666652222224,14.79335897008547,15.260637257843138,9.048087432786884,15.40723740647482,14.04575637167139
MAC001538,13260.5570009,20.463822532253086,4.740666777003741,38.09099980000001,0.185,648,ToU,ACORN-I,Comfortable,23.79422777611111,18.70881868681319,22.742794115686277,17.678402176086955,20.27926086576087,20.537010779310346
MAC001539,6597.9310000000005,10.181992283950619,6.697915160984171,43.7310004,0.078,648,Std,ACORN-D,Affluent,14.59019444388889,8.40205495,10.781323520588236,7.297972826630435,11.2478532625,9.759323275215518
MAC001540,3822.8900000000003,5.899521604938272,1.1284014145063195,11.414,0.119,648,Std,ACORN-Q,Adversity,5.985505555,5.992675824175825,5.560039215686275,5.911456522282609,5.834820652173913,5.925178879310345
MAC001541,10659.8930019,16.450452163425926,9.079079847204117,57.52699979999999,0.114,648,Std,ACORN-E,Affluent,23.57747223222222,15.800456045054945,16.025852940196078,10.35667391304348,15.043489122282608,17.008385783189656
MAC001542,5110.1090001,7.885970679166667,1.2334441576105484,11.692000000000004,0.077,648,ToU,ACORN-F,Comfortable,7.632066666666666,8.03787912087912,7.8759901960784315,7.989630435326086,8.183576088043479,7.767954741163794
MAC001543,3541.6950003,5.465578704166667,1.767455303453521,12.302,0.104,648,Std,ACORN-F,Comfortable,6.471327779444445,5.499489010989011,5.558470588235295,4.396657608695652,5.622451086413044,5.403370690517241
MAC001544,10895.8279958,16.814549376234567,8.746105755772458,37.15299979999999,0.098,648,Std,ACORN-C,Affluent,24.35907776388889,16.585478015934065,17.550617637254902,9.252576089130434,16.3534891076087,16.997383620689654
MAC001545,2957.061,4.563365740740741,0.9768379658991624,7.326999999999999,0.07,648,Std,ACORN-Q,Adversity,5.304905555555556,4.544901098901099,4.375637254901961,3.9602771739130436,4.778630434782609,4.478002155172414
MAC001546,6415.0859999,9.899824073919754,3.641152338281626,30.55,0.246,648,Std,ACORN-Q,Adversity,10.73105555611111,9.45534066043956,9.346980389215686,9.832782608152174,9.771396736413044,9.950752156034483
MAC001547,5630.6909999,8.689337962808642,3.3211135053147323,19.13000000000001,0.044,648,ToU,ACORN-E,Affluent,9.400933332222221,9.241054945054945,9.351735294117647,7.0802934788043475,9.555478261956521,8.345868533836207
MAC001548,12237.8699971,18.885601847376545,5.107557367638575,44.947,0.037,648,Std,ACORN-F,Comfortable,17.49568332888889,20.077384613186812,20.02710785,18.433684769565218,19.801570641847828,18.522372842672414
MAC001549,5681.3009994,8.76743981388889,4.115378722479078,31.008999899999992,0.174,648,Std,ACORN-Q,Adversity,10.156199997777778,7.974609890109891,8.01069607647059,8.61258152173913,8.667641304347827,8.807015084913793
