LCLid,consumo_total,consumo_medio,consumo_std,consumo_max,consumo_min,dias_registrados,tarifa,acorn,Acorn_grouped,consumo_invierno,consumo_otono,consumo_primavera,consumo_verano,consumo_finde,consumo_semana
MAC004204,6794.1329997,10.500978361205565,3.8696423642683095,31.09599990000001,0.154,647,Std,ACORN-G,Comfortable,13.038033327777779,9.464675828021978,9.42616831089109,9.634092394565217,10.461706523913044,10.516585311663068
MAC004205,8534.5329991,13.190931992426584,5.013646195639383,27.152999900000005,0.272,647,Std,ACORN-D,Affluent,17.109461110555557,13.380373625824177,13.35647523960396,9.079336957065218,13.765663042391305,12.962529156155508
MAC004206,2956.568,4.576730650154799,1.046323677915247,7.951,0.073,646,ToU,ACORN-H,Comfortable,5.390094444444444,4.642824175824176,4.309188118811881,3.8586284153005463,4.548218579234973,4.588
MAC004207,9648.0559975,14.935071203560371,3.535492050521642,29.433,0.135,646,Std,ACORN-L,Adversity,16.396088881666667,14.6233516510989,14.824346530693068,13.869131140437158,16.0771639284153,14.48366090410367
MAC004208,9001.418,13.91254714064915,3.695008113767011,25.3949999,0.188,647,Std,ACORN-Q,Adversity,16.724111117777777,14.329175822527471,13.25527722079208,11.110788042391304,15.558211955434784,13.258546436717063
MAC004209,5745.362,8.935244167962676,3.7725537880769417,26.200999900000006,0.048,643,Std,ACORN-Q,Adversity,10.313393255617978,8.829355554444444,8.98638614059406,7.67754891576087,9.392747252197802,8.754624729067245
MAC004210,4518.036,6.983054095826893,1.000531839306175,13.77,0.052,647,Std,ACORN-E,Affluent,6.852888888888889,7.045835164835165,6.38120792079208,7.378652173913044,7.073250000000001,6.9472095032397405
MAC004211,4355.02,6.731097372488409,2.884837233903178,13.735,0.0,647,Std,ACORN-E,Affluent,8.573188889444445,7.1345769230769225,7.329138613861387,4.201684782065217,6.325673913043478,6.892215982721383
MAC004212,6734.5970002,10.425072755727555,2.3263031492189152,19.5270003,0.089,646,Std,ACORN-F,Comfortable,11.561311112222224,10.770406596153848,9.705316827722772,9.361256830054645,10.288825136065574,10.478924406695464
MAC004213,5864.4430004000005,9.064054096445131,3.389800224926913,23.3920001,0.159,647,Std,ACORN-E,Affluent,10.679355557222223,8.38434065934066,8.248049504950496,8.604108696195652,8.326815217934783,9.357038877537796
MAC004214,8970.9330005,13.865429676197834,5.438860613721332,35.497,0.456,647,Std,ACORN-H,Comfortable,17.258666669444445,13.866928573076923,13.623485149504951,10.67728260652174,15.084358705434783,13.381017275809935
MAC004215,4106.659000600001,6.347231840185472,4.629258164769013,37.49100000000001,0.054,647,Std,ACORN-U,ACORN-U,8.059661110555556,5.912340661538463,6.6125643564356436,4.956548914673914,6.257233695652174,6.382997841468683
MAC004216,24428.5069995,37.75657959737249,25.75152554685719,120.15399999999995,0.514,647,Std,ACORN-E,Affluent,58.53094999166667,33.58666482362638,44.12991093366337,18.060010863043477,32.53221739836957,39.83278401339093
MAC004217,10286.7160015,15.899097374806802,9.033836630031077,49.32799970000001,0.449,647,Std,ACORN-F,Comfortable,20.671427783333332,11.500983518131868,23.906673269306932,11.185358695652175,15.813461955978262,15.933129593088553
MAC004218,8438.1369983,13.041942810355488,6.804810792307216,37.91599989999999,0.091,647,ToU,ACORN-D,Affluent,13.150349997777779,14.4932472489011,12.795118810891088,11.635847823369565,8.574423911956522,14.817371487041038
MAC004219,4298.6340001,6.654232198297214,1.802931104289003,17.983,0.044,646,Std,ACORN-E,Affluent,7.291049999444445,7.022357143956045,6.564801978217822,5.711098361748634,7.816448087431694,6.194868250755939
MAC004220,4569.8629986000005,7.063157648531686,2.434478072827422,23.86000000000001,0.1689999999999999,647,Std,ACORN-F,Comfortable,8.467905550000001,6.602236262637363,7.575306927722774,5.863733696195652,7.216201085326088,7.002336930669546
MAC004221,2437.9590000000003,3.7680973724884086,1.3468658590248361,7.9620000000000015,0.061,647,Std,ACORN-E,Affluent,4.247066666666667,3.9008901098901103,3.758613861386139,3.1733967391304354,3.055065217391305,4.051462203023759
MAC004222,9116.2159979,14.089978358423494,3.091858828935722,28.914000000000005,0.094,647,Std,ACORN-H,Comfortable,14.369705552222221,14.629071423626373,13.446168314851485,13.636494563043478,15.626097822282608,13.479511876025919
MAC004223,1920.1979999,2.9724427243034057,0.822556843213686,6.9030000000000005,0.019,646,ToU,ACORN-F,Comfortable,3.1183222233333336,2.965917581868132,2.8673069287128716,2.893469945355191,2.885841530601093,3.0066717058315335
MAC004224,10876.1159984,16.810071094899538,4.606485487744623,36.875999799999995,0.093,647,Std,ACORN-L,Adversity,20.276561108333336,15.881835162637364,17.25848514851485,14.090945648369566,17.90522282228261,16.37484881015119
MAC004225,19760.0630014,30.541055643585782,11.780892932936993,60.76600019999999,0.344,647,Std,ACORN-D,Affluent,36.79654999277778,34.660208801098904,31.52801980990099,19.80541304402174,30.613081533695652,30.512431963714903
MAC004226,2321.9919999999997,4.315970260223048,1.66085783807582,12.631999999999998,0.024,538,Std,ACORN-F,Comfortable,4.90394445,4.263147240490797,4.34683168019802,4.058228258695652,4.456136362337662,4.259757813020833
MAC004227,4039.9069993000003,16.031376981349208,4.451363221355725,31.0169999,0.075,252,Std,ACORN-E,Affluent,18.030583323333335,14.735637357142858,15.22700002222222,16.087891306521737,15.674999995833335,16.173927775555555
MAC004228,7004.4320012,10.826015457805255,3.125204761553579,27.3360001,0.102,647,Std,ACORN-Q,Adversity,11.480961114444444,10.573593408791208,10.56966337029703,10.575701085869566,11.363516311413044,10.61240820712743
MAC004229,4532.2359997,7.0050015451313765,2.063606381670594,14.980000199999996,0.01,647,ToU,ACORN-F,Comfortable,7.333644445555556,7.136670327472529,7.127376238613861,6.486092390217392,7.975152170652175,6.619455724190065
MAC004230,5157.6599996,7.983993807430341,1.5398431587085206,13.773999999999996,0.061,646,Std,ACORN-F,Comfortable,8.659268153631285,8.375016482417582,7.353762379207921,7.286239130434782,7.861135869565218,8.032924241558442
MAC004231,6280.5869998,9.707244203709427,2.0079107989897835,17.919000000000004,0.056,647,ToU,ACORN-Q,Adversity,10.739916666666666,9.574269231318683,9.727049501980199,8.817679347826086,10.295396739673913,9.4735075587473
MAC004232,5972.646000000001,9.231292117465225,2.7639451629679312,20.201000000000004,0.118,647,Std,ACORN-Q,Adversity,11.196127781666666,9.141851647252748,9.600465342574259,7.194994564673913,9.264157604891306,9.218231103023758
MAC004233,3214.582997,4.96844358114374,1.8172340761885637,12.362000000000002,0.02,647,Std,ACORN-E,Affluent,4.507416662777778,5.193252745604395,5.606920778217821,4.846614127173913,5.010538044021739,4.9517148961123105
MAC004234,5688.5490008,8.792193200618238,3.1116825153880647,35.22100010000001,0.045,647,ToU,ACORN-L,Adversity,9.633099998888888,8.36814286868132,10.030574255445545,7.709244560326087,10.0572554375,8.28944708488121
MAC004235,6013.5339999,9.294488407882534,2.1781200252678197,16.075000000000006,0.133,647,Std,ACORN-F,Comfortable,9.801888888333334,9.296703296703297,9.179544554455445,8.859021739130435,9.297505434239131,9.293289416846651
MAC004236,2025.8839999999998,3.1311962905718698,1.4383829888334596,10.066,0.094,647,ToU,ACORN-Q,Adversity,3.864672222222222,2.9980604395604393,2.9239603960396034,2.6591086956521734,2.935157608695652,3.2091036717062633
MAC004237,4370.2360002000005,6.75461514714065,1.421711764658684,12.8210001,0.136,647,Std,ACORN-F,Comfortable,6.717550000000001,6.759016484615385,6.0906336633663365,7.150989130434783,6.710451086956522,6.77216630712743
MAC004238,3601.1740001000003,5.565956723493045,2.0754686613763917,14.0880001,0.056,647,Std,ACORN-E,Affluent,5.585405554444445,6.042016483516484,5.832376238613861,4.929804348913043,6.110380434782608,5.349598272354212
MAC004239,6193.1419978,9.572089641112829,6.859391426312088,52.4619999,0.025,647,ToU,ACORN-E,Affluent,12.535127768888888,8.636269228571429,8.634366334653466,8.113842391304349,13.216782599456522,8.123658746220302
MAC004240,1310.442,3.4576306068601586,2.0589219353663464,12.595999999999997,1.2390000000000003,379,Std,ACORN-K,Adversity,5.098100002222222,2.0116263736263735,4.608435641584158,2.0938453608247425,3.488425926851852,3.445357933210332
MAC004241,9460.2450009,14.621707883925811,3.6662051659659354,33.07900000000001,0.443,647,Std,ACORN-K,Adversity,16.902033336111113,14.820000002747252,14.056861388118813,12.504869563586958,14.858527171195652,14.52759395550756
MAC004242,3029.7739995,11.138874998161766,6.384711821102304,36.51399999999999,0.089,272,Std,ACORN-D,Affluent,13.0693000025,8.435934063736264,20.264111111111113,11.241119559782609,11.044705125641027,11.17673711185567
MAC004243,3238.5310001000003,5.028774844875777,2.532209916731255,16.180000000000003,0.1669999999999999,644,Std,ACORN-O,Adversity,5.385222222777778,5.16098901098901,4.883336633663366,4.622508287292818,4.284557377049181,5.324201735574838
MAC004244,8976.3580009,13.895291023065015,2.602916278146792,30.065,0.219,646,Std,ACORN-J,Comfortable,13.559683333333332,13.414450552197803,14.598207923762377,14.31566120273224,14.713792354098361,13.571779697840173
MAC004245,4666.1969996,7.212051004018547,1.8719065968863668,15.373999899999998,0.07,647,ToU,ACORN-E,Affluent,7.831227777777778,7.203324175274726,7.451326731683168,6.483624998913045,7.389945650543479,7.1413542114470845
MAC004246,3058.944,4.735207430340557,0.8885305596070164,6.492999999999999,0.04,646,ToU,ACORN-Q,Adversity,5.196461111111111,4.8283571428571435,4.96358,4.067728260869566,4.658336956521739,4.7658225108225105
MAC004247,13970.4209985,21.626038697368422,5.564440467709613,46.09800010000001,0.171,646,Std,ACORN-A,Affluent,25.08028889166667,22.182346145054947,20.330089113861387,18.390398902185794,21.89346447978142,21.520339090064795
MAC004248,2842.1649997,7.479381578157895,1.5339968148330339,11.436000000000003,0.066,381,Std,ACORN-L,Adversity,7.906942856190477,7.950758240659341,7.454554346739131,6.5499782608695645,7.588462962962963,7.436069851838235
MAC004249,28420.1979934,43.92611745502319,9.287697193060254,83.20099979999998,0.568,647,Std,ACORN-C,Affluent,50.34399441777778,45.055412092857146,38.17993069504951,39.68489672336957,44.433586948369566,43.724444913390926
MAC004250,2040.0330000000001,3.1530649149922723,3.223645038344145,24.714,0.01,647,Std,ACORN-K,Adversity,5.369155555555556,2.367203296703297,2.5970891089108914,2.067652173913044,2.923260869565218,3.244390928725702
MAC004251,2543.3570001000003,3.93100000015456,0.9958731800214672,7.417999999999999,0.037,647,Std,ACORN-E,Affluent,3.5320444444444448,4.351758242307692,3.924980198019802,3.9084021739130437,3.7739782614130433,3.9934017278617713
MAC004252,4038.6079995,6.242052549459042,4.353552223837892,33.713999900000005,0.036,647,Std,ACORN-E,Affluent,5.668788888333334,6.137335165934066,6.757801976237624,6.623331520652174,6.243777167934783,6.2413671719222465
MAC004253,3595.0539993,5.556497680525503,0.9134950349854482,10.343000000000002,0.028,647,Std,ACORN-F,Comfortable,6.067288888333334,5.701181316483516,5.766574256435644,4.79838586902174,5.379385868478261,5.626883368250541
MAC004254,5008.3240005,7.752823530185758,1.5068676296759298,14.031999999999996,0.183,646,Std,ACORN-F,Comfortable,8.798055558333333,7.650027472527473,7.1039200000000005,7.184657608695653,8.129760871739132,7.602701298917749
MAC004255,7516.5680001,11.635554179721362,3.8441591301817075,23.539999999999992,0.063,646,Std,ACORN-H,Comfortable,13.514377776666667,11.50597252857143,11.430119999,10.03739674021739,12.551684782608698,11.270688311904761
MAC004256,8099.8619999,12.538486067956656,2.511535381876256,27.6000001,0.173,646,Std,ACORN-N,Adversity,12.643227776111111,11.811538460989011,12.892110005,12.962880433695652,13.09177174076087,12.31812986926407
MAC004257,4337.0360012,10.735237626732674,5.393463122968783,31.8769999,0.074,404,Std,ACORN-F,Comfortable,13.431611115555556,12.173325849438202,10.32683,8.0966560016,12.688478270434784,9.957996540138408
MAC004258,11753.279999600001,18.1939318879257,6.1324165193768625,41.89499990000001,0.107,646,ToU,ACORN-A,Affluent,21.012561115,18.814527465934066,16.724169999,15.621510870652173,19.93700000923913,17.49972293917749
MAC004259,3225.4259996,4.992919504024768,1.1122540779248375,8.341000000000001,0.03,646,Std,ACORN-L,Adversity,5.686444444444445,4.975230768131868,4.811559998,4.4305326086956525,4.706152172826087,5.10712986969697
MAC004260,6151.5269994,9.522487615170279,3.306336008907726,28.7829998,0.07,646,ToU,ACORN-E,Affluent,11.029033331666668,10.089115384065934,8.444239997,8.074228261413044,10.080157608695652,9.30038528008658
MAC004261,9657.7589978,15.526943726366559,4.503153069096785,30.43600000000001,0.152,622,Std,ACORN-L,Adversity,17.828108975641026,16.329615376373628,15.251969996,12.93145108423913,14.97906178539326,15.74659009009009
MAC004262,5819.8560001000005,9.009065015634675,2.1475446296922205,19.629,0.097,646,Std,ACORN-H,Comfortable,8.907044447222223,9.515181317582417,8.054540000000001,9.12701630326087,8.928217389673913,9.04126407012987
MAC004263,7388.8890013,11.437908670743035,6.200125601262518,43.6350001,0.138,646,ToU,ACORN-D,Affluent,13.064050006666667,12.762846157142858,10.993549994,8.778081522282609,11.362097828804348,11.468101733333333
MAC004264,3442.0570002,5.328261610216718,1.5689814752919609,16.030999899999998,0.026,646,ToU,ACORN-H,Comfortable,5.963277779444445,5.536901098901099,4.930890001,4.71664130326087,5.533853260869566,5.246380952813853
MAC004265,1748.9640000000002,2.7073746130030965,1.1437833259218406,15.081,0.185,646,Std,ACORN-N,Adversity,2.9667333333333334,3.0838406593406593,2.51627,2.1851413043478263,2.543304347826087,2.772718614718615
MAC004266,5639.9190005,8.744060465891472,2.9570352874553634,19.219999999999988,0.084,645,Std,ACORN-E,Affluent,10.297238890555557,8.83228021923077,8.652550002,7.178612022404372,7.885989130978261,9.086544469414317
MAC004267,1096.617,1.6975495356037151,0.67422891003265,6.595,0.067,646,Std,ACORN-F,Comfortable,1.9408555555555556,1.3673681318681319,1.72441,1.7715271739130432,1.6929402173913046,1.699385281385281
MAC004268,3451.6240002,5.343071207739938,1.9559612322547348,17.165999999999997,0.1,646,Std,ACORN-Q,Adversity,5.588722223333333,4.776631868131868,5.27721,5.698836956521739,6.491418479347826,4.8857207792207795
MAC004269,7908.0600004,12.26055814015504,4.193959036206757,32.04700020000001,0.099,645,Std,ACORN-E,Affluent,15.203300001111112,11.288769231868132,13.622329999000002,9.588398907650273,12.211211957065219,12.280253796746205
MAC004270,3043.6570013,7.405491487347932,7.3838411578704575,39.3369999,0.0069999999999999,411,ToU,ACORN-F,Comfortable,7.972311116666666,9.934263737362638,6.288270003,6.102338464615384,8.53978813898305,6.9486757709897615
MAC004271,12602.8050024,19.508986071826627,15.841556819495564,99.47100070000002,0.107,646,Std,ACORN-G,Comfortable,29.81561111888889,12.822939568131867,26.73431,12.112983693478263,19.151516296195656,19.651354986796537
MAC004272,5644.2199999,8.750728682015504,2.7141912001853403,24.008000099999997,0.072,645,Std,ACORN-E,Affluent,10.27328333388889,8.784005494505495,9.213199998,6.9673224043715845,9.618360656830601,8.407056276406927
MAC004273,4342.9719997,6.722866872600619,2.726725936647874,28.089,0.024,646,Std,ACORN-L,Adversity,8.644494442777777,6.631499998901099,5.416990001,5.643103261413043,6.421260869565217,6.842987012337662
MAC004274,7082.3469997,10.963385448452012,7.601885891991517,33.1209998,0.417,646,Std,ACORN-F,Comfortable,19.168755550555556,8.253307695604397,11.50075,5.324967391304348,10.003635879347826,11.345623372077922
MAC004275,8598.973,13.311103715170278,2.8431541865495227,25.9239999,0.197,646,Std,ACORN-H,Comfortable,13.431238889444444,13.487620876373628,12.896469999999999,13.244326089130436,15.067184779347826,12.611712122510822
MAC004276,14241.447998200001,22.04558513653251,6.727024415139262,45.818000000000005,0.317,646,Std,ACORN-D,Affluent,23.796349992222222,21.868879121978022,23.440969999,19.749304345108698,22.145467391847827,22.00580519069264
MAC004277,6573.4489995,10.175617646284831,2.7107602461556883,23.2369999,0.298,646,Std,ACORN-H,Comfortable,10.800944444444445,9.936434063736263,9.847160002,9.978978259239131,9.797934782065218,10.326036795670996
MAC004278,7569.3729999,11.717295665479876,7.590671382086574,74.5709995,0.162,646,Std,ACORN-E,Affluent,13.475050004444446,13.731054937362638,11.820530004,7.949777174456522,11.978228263043478,11.613374457792208
MAC004279,5462.9600001,8.45659442739938,2.022596940069992,15.361,0.048,646,Std,ACORN-H,Comfortable,9.877827779444445,8.40565933956044,8.580840001,7.049114129891304,8.756461957065216,8.337166666666667
MAC004280,20783.083998000002,32.171956653250774,6.103816573966942,52.41999980000002,0.593,646,Std,ACORN-D,Affluent,34.090194445,30.795516495054947,35.521979988000005,29.836233679347828,31.593554345652176,32.40231601385281
MAC004281,3717.3380002000004,5.754393189164087,1.5126268637537714,11.471000000000002,0.102,646,Std,ACORN-Q,Adversity,6.4287833333333335,5.864159341208792,5.7667600000000006,4.979369565760869,5.943315217391304,5.679151515584416
MAC004282,1739.4820000000002,2.692696594427245,0.9141853208324845,6.252000000000001,0.008,646,Std,ACORN-F,Comfortable,3.0395388888888895,2.672142857142857,2.5607300000000004,2.445445652173913,2.6999782608695653,2.6897965367965373
MAC004283,2711.0769994,4.196713621362229,1.246603744759348,9.512000000000002,0.037,646,ToU,ACORN-P,Adversity,4.233877777222222,4.556851646703297,4.000139998,3.9109673913043475,4.41486412826087,4.1098311683982685
MAC004284,7118.5260007,14.380860607474746,6.10350377358604,35.266,0.014,495,Std,ACORN-F,Comfortable,19.06665556777778,16.159355359504133,13.827640003,11.220005439130434,14.57964085915493,14.300898013314447
MAC004285,9987.4300017,15.460417959287927,5.306624155820343,77.54900010000001,0.083,646,Std,ACORN-F,Comfortable,16.740838892777777,15.290554950000002,16.389540002,13.870891303804347,16.229271744565217,15.154207793722945
MAC004286,6296.2889993,9.746577398297214,2.329361236063861,22.410000100000005,0.05,646,Std,ACORN-N,Adversity,10.882549998888889,10.117945055494506,7.772439996,9.340869564130434,10.061494561413044,9.621155844155844
MAC004287,7744.2989999,11.988078947213623,4.162866687849748,31.743999999999996,0.15,646,Std,ACORN-B,Affluent,14.013638889444445,12.014263736263736,10.434239999999999,10.825130433695652,12.107804344565219,11.940396104978355
MAC004288,2702.6040002,4.19008372124031,2.2125844162417896,11.848,0.008,645,Std,ACORN-F,Comfortable,4.615605556666667,4.486115384615385,4.74368,3.1746120218579232,3.053262295081967,4.640383117316017
MAC004289,3216.38,4.978916408668731,2.1485915319800157,11.821000000000002,0.028,646,Std,ACORN-E,Affluent,6.159877777777778,4.897549450549451,4.46711,4.182266304347826,4.764342391304348,5.064374458874459
MAC004290,8335.187001100001,12.942836958229815,2.2814248476334633,21.3139999,0.242,644,Std,ACORN-F,Comfortable,13.346511112222222,13.71825274945055,12.064249999000001,12.250923080219781,13.231505439673914,12.827369565652173
MAC004291,5021.44,7.77312693498452,1.355730937376662,11.763,0.135,646,Std,ACORN-Q,Adversity,7.674105555555555,7.7819120879120876,8.3578,7.543548913043478,7.765255434782609,7.776261904761904
MAC004292,1565.618,2.423557275541796,1.1653839367222458,7.148,0.0,646,Std,ACORN-D,Affluent,2.23575,2.288884615384615,2.86116,2.502663043478261,2.393983695652174,2.435335497835498
MAC004293,2450.516999,4.739878141199227,2.4347162241231475,12.033999999999995,0.0,517,Std,ACORN-Q,Adversity,6.500988883333333,3.687363637062937,5.868769992,4.0829239141304345,4.51263513445946,4.831021677777778
MAC004294,3667.7250002,5.677592879566563,1.6459587298596692,11.14,0.079,646,Std,ACORN-E,Affluent,6.307261110555555,5.864208791758243,5.682440000000001,4.874391305434783,5.4097010885869565,5.784285714069265
MAC004295,8235.941,12.7689007751938,1.4561887342960398,19.122,0.094,645,Std,ACORN-L,Adversity,12.966666666666667,13.107554945054945,12.480350000000001,12.395251366120219,13.029065573770492,12.665848484848485
MAC004296,3080.7409999,4.76894891625387,1.208645359338157,8.567000000000002,0.034,646,Std,ACORN-F,Comfortable,5.148627777222223,4.810318685164835,5.028689996,4.21544021576087,4.780711956521739,4.764264069047619
MAC004297,2426.413,3.761880620155039,1.6553513316082071,13.926000099999998,0.061,645,Std,ACORN-H,Comfortable,4.190711111111111,2.9038186813186813,5.005940000000001,3.5136393442622955,3.8988260869565217,3.7072212581344903
MAC004298,2796.9600001,4.329659442879257,5.4546500462907765,51.7559998,0.014,646,Std,ACORN-E,Affluent,5.538488888888889,4.557565932417583,2.230280001,4.0626467407608695,2.909836956521739,4.89512987034632
MAC004299,7793.8390003,17.281239468514414,5.9298992920129265,46.93299990000001,0.348,451,Std,ACORN-F,Comfortable,20.02672222777778,22.388208787912088,15.548930004999999,14.113023527058823,17.697248067441862,17.114577638509317
MAC004300,4763.9909997,7.3745990707430344,1.8295054929689947,13.731999999999998,0.1369999999999999,646,Std,ACORN-E,Affluent,7.7832111105555555,7.607961538461539,7.333749999,6.766244564673912,7.755461955978261,7.22291341948052
MAC004301,3786.0239998,5.860718265944273,2.6393683573727227,18.913999900000004,0.104,646,Std,ACORN-F,Comfortable,8.390161110555555,5.608582416483516,5.420730000999999,3.8747826086956523,5.651711955978262,5.9439588742424245
MAC004302,3373.6459998000005,5.230458914418605,1.3089073903863915,10.656,0.064,645,Std,ACORN-Q,Adversity,5.515611111666667,4.812879121428573,5.354289996,5.297612021857924,6.237092390217391,4.828678958785249
MAC004303,4825.8099994,10.159599998736843,3.491592244935286,39.014,0.056,475,ToU,ACORN-E,Affluent,12.838322222222223,9.902544554455446,9.952379999000001,9.103076084239131,11.083801466176471,9.788828908554573
MAC004304,1541.5749998,2.386339008978328,0.8777293363961294,6.400999999999999,0.0,646,Std,ACORN-F,Comfortable,2.7362111099999997,2.531928571978022,2.43267,1.874885869021739,2.3122771733695653,2.4158354976190473
MAC004305,3978.7469994000003,6.159051082662539,5.446391683372856,23.4279999,0.038,646,Std,ACORN-Q,Adversity,9.980666663333333,5.137659341208791,6.880549998999999,3.038684782608696,6.046010869565218,6.204071427272727
MAC004306,3128.1369997,4.842317336996905,1.9868274842006826,12.311999999999998,0.008,646,Std,ACORN-L,Adversity,5.335066667222222,4.723576921428571,4.829190002000001,4.484864128804348,6.520059779891305,4.174125541558442
MAC004307,2395.585,3.7083359133126934,1.1496662286833104,11.471999999999998,0.053,646,ToU,ACORN-F,Comfortable,3.841483333333334,3.9740054945054952,3.0223,3.688146739130435,3.6183043478260872,3.744192640692641
MAC004308,1083.0190000000002,1.679099224806202,0.861008879966627,6.2490000000000006,0.001,645,Std,ACORN-E,Affluent,1.6918777777777778,1.8455000000000001,1.6691010101010102,1.5073858695652176,1.562472826086957,1.7256485900216922
MAC004309,8924.6529993,13.836671316744187,4.479588683359672,30.92399999999999,0.12,645,ToU,ACORN-N,Adversity,16.446488889444446,13.858840657692308,12.163343429292931,12.161983695652173,14.98860869782609,13.37689587613883
MAC004310,1395.283,2.163229457364341,0.6413759012049363,4.622999999999998,0.145,645,Std,ACORN-F,Comfortable,2.54465,1.9942472527472526,2.320848484848485,1.8724402173913044,2.3649021739130434,2.0827353579175703
MAC004311,2663.7139998000002,8.999033783108109,3.158794916763583,20.2819999,0.127,296,Std,ACORN-D,Affluent,10.40469999777778,10.041802197802198,6.879478260869566,7.122380434782609,9.161764705882353,8.933478672037914
MAC004312,3402.7690001,5.283802795186335,1.8480023001717645,13.216,0.04,644,Std,ACORN-F,Comfortable,6.580922222777779,5.352824175824176,4.879818181818182,4.157852459016394,5.5075956284153005,5.194965293058568
MAC004313,9361.4320002,14.513848062325582,1.9636031935098344,19.232000000000006,0.181,645,Std,ACORN-F,Comfortable,14.63723889,14.270659341208791,13.101767676767677,15.393445651630435,14.471320652173914,14.530822126247289
MAC004314,5052.212,7.832886821705427,3.3304054694898686,15.821,0.036,645,Std,ACORN-J,Comfortable,7.9216999999999995,8.227978021978021,10.03179797979798,6.172097826086956,7.969728260869566,7.778268980477224
MAC004315,5143.4569999000005,7.974351937829458,1.9639042895759522,23.9620001,0.124,645,ToU,ACORN-F,Comfortable,9.014238887777777,8.030412088461539,7.858161616161617,6.964135869565218,8.341315216847827,7.827885032537961
MAC004316,5794.2719996,9.02534579376947,1.9547607407895662,14.584000000000003,0.098,642,Std,ACORN-L,Adversity,10.425538887777778,8.95537912032967,9.473313131313132,7.4582209939226525,10.074983604371585,8.60686274509804
MAC004317,902.7680000000003,1.3996403100775199,1.1709991583290544,8.998000000000003,0.017,645,Std,ACORN-E,Affluent,1.0668611111111115,1.3103901098901103,1.466040404040404,1.777739130434783,1.4037282608695656,1.3980086767895883
MAC004318,3493.2580003000003,5.4159038764341085,1.3159359048120662,10.303999999999998,0.092,645,ToU,ACORN-D,Affluent,6.190061111666666,5.602527474175825,5.427404040404041,4.467793477717391,5.478690218478261,5.390843818004338
MAC004319,31514.5989912,48.8598433972093,25.821924055825452,243.2109991,0.392,645,Std,ACORN-A,Affluent,51.11123885388889,48.11867581428571,48.180646464646465,47.75594021358695,67.0689238777174,41.59201084099784
MAC004320,2391.3579998,3.7132888195652174,2.824381229517214,17.994999999999994,0.022,644,ToU,ACORN-E,Affluent,6.038233332222221,2.6227527472527474,4.107717171717171,2.2976557377049183,4.278065573224044,3.4890932752711494
MAC004321,6677.1800011000005,10.352217055968993,3.3396218969550486,28.4040002,0.045,645,Std,ACORN-H,Comfortable,11.904411115555556,9.69779121098901,9.477313129292929,9.951815217934783,10.88451087228261,10.139761389587854
MAC004322,4094.605,6.34822480620155,3.736028275288451,26.415,0.001,645,Std,ACORN-H,Comfortable,9.376144444444444,6.5921153846153855,6.502656565656566,3.061798913043478,6.1256195652173915,6.4370737527114965
MAC004323,6043.1580016,13.489191967857142,4.09185839869153,23.521999900000004,0.042,448,ToU,ACORN-U,ACORN-U,15.398977778888888,15.74202199010989,11.141565664646466,12.62923214047619,14.551898456250001,13.064109372499999
MAC004324,7334.1369992,11.37075503751938,3.749156732260169,27.1829999,0.081,645,Std,ACORN-Q,Adversity,11.935066671666666,11.96135713956044,10.582272723232325,10.658766300543478,13.15914673478261,10.65695010845987
MAC004325,10797.3910008,15.059122734728033,5.804568235270428,37.2709997,0.096,717,Std,ACORN-E,Affluent,15.733772222222223,15.450873624725276,14.60849707134503,14.430434792934784,19.729916667156864,13.20173099551657
MAC004326,5777.5829997,8.057995815481172,2.338683629761117,15.755,0.08,717,Std,ACORN-H,Comfortable,8.598644444444444,7.671648350549451,7.6899298251462,8.25330978152174,9.082401959803923,7.6506296294346985
MAC004327,4635.9689999,6.465786610739191,2.3673277795213177,18.375,0.144,717,Std,ACORN-E,Affluent,7.978966667222222,6.717598900549451,5.974111110526316,5.193364130434782,6.968044118627451,6.266058478947368
MAC004328,7189.538998,10.027251043235704,2.63490644310428,29.4359998,0.31,717,Std,ACORN-E,Affluent,11.112766663333334,10.93813735934066,8.783538008187135,9.220190216304347,10.6929901877451,9.762512669980508
MAC004329,12082.350002000001,16.851255232914923,3.150732824816086,29.0890001,0.201,717,Std,ACORN-O,Adversity,17.314166670000002,16.90469779835165,16.960023402339182,16.244461958152172,15.510098039215686,17.384580900584794
MAC004330,10623.5399972,14.81665271576011,17.412319826835073,198.49799890000008,0.187,717,Std,ACORN-E,Affluent,16.794088878333334,19.046120874175827,12.290029242105264,11.046820649999999,15.188303909313726,14.66886159785575
MAC004331,4084.577,5.696760111576012,1.6855364482415767,12.023000000000003,0.045,717,ToU,ACORN-Q,Adversity,5.983994444444444,5.460423076923077,6.250040935672515,5.135347826086957,5.405911764705882,5.81241910331384
MAC004332,7133.083998,9.948513246861925,3.4521288143924114,20.274999800000003,0.023,717,Std,ACORN-E,Affluent,11.203122214444445,9.292989013736264,11.11532162748538,8.285206525000001,11.260936267156863,9.42661403411306
MAC004333,11052.0980027,15.414362625801953,6.9580847565919095,49.4910003,0.173,717,Std,ACORN-Q,Adversity,14.989877779444443,16.61871427912088,16.401701764912282,13.720777183695652,15.159352950980391,15.515769981871346
