LCLid,consumo_total,consumo_medio,consumo_std,consumo_max,consumo_invierno,consumo_verano,consumo_finde,consumo_semana,ratio_invierno_verano,dias_registrados,stdorToU,Acorn_grouped,tarifa_enc,acorn_enc,ratio_invierno_verano_clip,cluster_kmeans_pca,PCA_1,PCA_2,cluster_dbscan_review,ratio_finde_semana,coef_variacion,intensidad_pico,peso_invierno,peso_verano,delta_invierno_verano,delta_finde_semana,consumo_estacionalidad,consumo_regularidad,consumo_total_log,consumo_medio_log,consumo_std_log,consumo_max_log,consumo_invierno_log,consumo_verano_log,consumo_finde_log,consumo_semana_log,ratio_finde_semana_clip,coef_variacion_clip,intensidad_pico_clip,peso_invierno_clip,peso_verano_clip,consumo_estacionalidad_clip,consumo_regularidad_clip,cluster_candidato,PCA_1_candidato,PCA_2_candidato
MAC000145,10287.5979983,12.515326031995134,3.623072804972427,35.54299990000001,14.449036897416974,10.896097826630436,13.007008547435898,12.319656459523811,1.326074325069725,822,Std,Comfortable,0,4,1.326074325069725,0,0.9515792727466974,-0.4732859971016195,0,1.0557930356562573,0.2894908615420219,2.8399577421457054,1.1545073381205588,0.8706203041098985,3.552939070786538,0.6873520879120871,0.28388703401066023,3.454328541995446,9.238791570594927,2.60382430315147,1.5310595933078732,3.59848964664943,2.737546664663974,2.476210432613486,2.639557814882746,2.5892408734526,1.0557930356562573,0.2894908615420219,2.8399577421457054,1.1545073381205588,0.8706203041098985,0.28388703401066023,3.454328541995446,1,1.5278365367890496,-1.0864536676588896
MAC000146,2707.3,6.507932692307692,1.361995732805962,17.177,6.7899214285714296,6.317804347826088,6.030127118644068,6.697130872483221,1.0747278611405453,416,ToU,Adversity,1,2,1.0747278611405453,0,-1.5916736077539317,-0.38401737251327556,0,0.9004044169146941,0.20928236168352887,2.639393824848435,1.0433298416357628,0.9707849905252821,0.47211708074534187,-0.6670037538391531,0.0725448511104806,4.778210708943818,7.904076410761781,2.0159601538875536,0.8595069111714904,2.9001570586309615,2.0528307736407037,1.9903103304957015,1.9502047879697688,2.0408476454585878,0.9004044169146941,0.20928236168352887,2.639393824848435,1.0433298416357628,0.9707849905252821,0.0725448511104806,4.778210708943818,3,-1.9783833623282796,-0.9408976711178965
MAC000147,5426.4800006000005,6.6015571783455,1.6961671929431916,18.825,6.840760149446495,6.7740054375000005,7.303760687179488,6.322108843197279,1.0098543915720175,822,ToU,Comfortable,1,4,1.0098543915720175,0,-1.2895573564269402,-0.4389885777881608,0,1.1552726650326213,0.25693437020777565,2.851599499910485,1.0362341684552032,1.0261222054696366,0.06675471194649418,0.9816518439822088,0.010111962985566603,3.892029342598223,8.59923021691839,2.028353118192375,0.9918312063138421,2.986943767520912,2.0593357874997724,2.0507855318766612,2.1167085070269827,1.9908983798152662,1.1552726650326213,0.25693437020777565,2.851599499910485,1.0362341684552032,1.0261222054696366,0.010111962985566603,3.892029342598223,3,-1.5694029242304772,-1.3383632181871061
MAC000148,4030.609,4.903417274939173,2.7163029084975348,14.566000000000004,7.023892988929889,2.022739130434783,4.871217948717947,4.916231292517006,3.472464348359035,822,Std,Comfortable,0,4,3.472464348359035,0,-1.3921411651610711,2.826136935184362,0,0.9908437313127829,0.5539610851434514,2.9705807629027317,1.4324482626391934,0.4125161299766692,5.0011538584951065,-0.045013343799058525,1.0199321326625244,1.8051776950421519,8.301920830842553,1.7755313823828234,1.3127293322950968,2.7450890485371966,2.0824237141960644,1.1061634171464032,1.7700620993223146,1.77769964018253,0.9908437313127829,0.5539610851434514,2.9705807629027317,1.4324482626391934,0.4125161299766692,1.0199321326625244,1.8051776950421519,2,0.14928620412765867,4.981017625331951
MAC000149,1977.975,2.406295620437956,1.528800456092419,12.579,2.7678671586715873,1.5488097826086955,2.481260683760684,2.3764625850340138,1.7870918705831893,822,Std,Comfortable,0,4,1.7870918705831893,0,-2.587886207281316,1.0269737380837336,0,1.0440979190199415,0.6353333346801489,5.227535081568859,1.1502601695745323,0.6436487378379834,1.2190573760628918,0.10479809872667012,0.5066114317365488,1.5739744342692221,7.5903343128800245,1.2256253724958268,0.927745062278484,2.6085244817166577,1.3265091009630188,0.9356264982895927,1.247394493632571,1.216828588980402,1.0440979190199415,0.6353333346801489,5.227535081568859,1.1502601695745323,0.6436487378379834,0.5066114317365488,1.5739744342692221,0,-3.2960858453312554,3.9823770862316628
MAC000150,8005.4099993,9.738941604987836,4.033262956406371,26.976999699999997,11.016896678597783,8.526331522282609,13.311397430769231,8.31725000085034,1.2921026302699743,822,Std,Affluent,0,3,1.2921026302699743,0,0.09054340594320907,-0.22116728432930347,0,1.6004563802881866,0.41413766565794524,2.770013213362981,1.1312210293708311,0.8754884249873098,2.4905651563151743,4.9941474299188915,0.2557326043835213,2.4146501713654107,8.987997749745126,2.3738765372030253,1.6160684728840977,3.3313827333233665,2.4863137159557587,2.2540597036083505,2.6610562429423092,2.231867520871024,1.4835411234846685,0.41413766565794524,2.770013213362981,1.1312210293708311,0.8754884249873098,0.2557326043835213,2.4146501713654107,3,0.7408092496849447,-0.6949636061478794
MAC000151,3069.6530001,3.734371046350365,0.6961303858404759,9.921000099999995,4.114948339483395,3.1595271739130437,3.7794957264957265,3.7164132654761906,1.3023933046265808,822,Std,Comfortable,0,4,1.3023933046265808,0,-2.3785250362262818,0.20146872353528453,0,1.016973743106503,0.18641163151400789,2.656671584100967,1.1019117239550276,0.8460665232862584,0.9554211655703515,0.06308246101953596,0.2558452006687692,5.3644433420535425,8.02964552157867,1.5548488870550363,0.5283494128583921,2.3906875503722613,1.6321672995448435,1.4254014076963146,1.564335044389201,1.551048609343894,1.016973743106503,0.18641163151400789,2.656671584100967,1.1019117239550276,0.8460665232862584,0.2558452006687692,5.3644433420535425,0,-3.2724729466136058,0.42543231312682545
MAC000152,7645.9259987,9.301613137104624,4.725013748529575,39.538,10.876970477121771,7.610842387500001,9.00845299017094,9.418278909863943,1.4291412821588256,822,Std,Affluent,0,3,1.4291412821588256,0,0.10367322652337996,0.21254418206214093,0,0.9564860119241324,0.5079778282439441,4.250660091594303,1.1693637595364195,0.8182281349577762,3.2661280896217706,-0.4098259196930041,0.35113562457864333,1.9685859811459996,8.942059015829884,2.3323004982255777,1.7448449509273019,3.702239805815773,2.474601271070547,2.1530221519232424,2.3034300349471284,2.3435618508847713,0.9564860119241324,0.5079778282439441,4.250660091594303,1.1693637595364195,0.8182281349577762,0.35113562457864333,1.9685859811459996,3,1.0250881533573961,0.6802713949891438
MAC000153,25231.7749987,30.695590022749396,11.978670459964318,67.13100030000001,40.06780072693727,18.933934775,31.754239305982907,30.27429081819728,2.1161897453904968,822,Std,Affluent,0,3,2.1161897453904968,1,7.562283926032383,-0.33327239840729095,0,1.0488846278113781,0.39024074992029234,2.1869916187718057,1.3053275533037254,0.6168291322674814,21.13386595193727,1.4799484877856273,0.6884984210362441,2.5625141343904185,10.135899023644727,3.45617755520411,2.5633072761347533,4.221432326902952,3.7152243771540117,2.9924235444921536,3.489032398161543,3.4427963804187325,1.0488846278113781,0.39024074992029234,2.1869916187718057,1.3053275533037254,0.6168291322674814,0.6884984210362441,2.5625141343904185,1,6.149551535200563,-0.5528091833549403
MAC000154,4264.3780002,8.169306513793105,2.593628932902681,19.463,8.379988506321839,9.275749998913044,8.474245032450332,8.045194070889488,0.9034296530064064,522,Std,Adversity,0,2,0.9034296530064064,0,-0.8782175437339139,-0.7746472333984352,0,1.0533299637585305,0.3174845516004366,2.3824540779176893,1.0257893330827637,1.1354389565152023,-0.8957614925912054,0.42905096156084355,0.10964962343243864,3.1497496341456346,8.358286084415864,2.2158616578680626,1.2791625367602866,3.018618377340692,2.2385785376785594,2.3297867503134118,2.2485770678414023,2.2022335747684867,1.0533299637585305,0.3174845516004366,2.3824540779176893,1.0257893330827637,1.1354389565152023,0.10964962343243864,3.1497496341456346,3,-1.030752294473312,-1.7185322978226931
MAC000155,11458.5439999,13.939834549756691,3.669221180955196,26.163000100000005,16.526808118450184,11.412505433152171,15.046418804700856,13.499459182993196,1.4481313298927467,822,Std,Affluent,0,3,1.4481313298927467,0,1.26599409046068,-0.5228672321737039,0,1.1145941097449616,0.2632183979400847,1.876851416690971,1.185581283183692,0.818697278918141,5.1143026852980125,1.5469596217076607,0.36688400426555096,3.7991121012579208,9.346578198892422,2.704031105329876,1.5409922870996253,3.3018557568258537,2.863731601261966,2.518704467087382,2.7754856972464275,2.674111351006344,1.1145941097449616,0.2632183979400847,1.876851416690971,1.185581283183692,0.818697278918141,0.36688400426555096,3.7991121012579208,1,1.8887750297460235,-1.2475260777433335
MAC000156,9386.6440006,11.419274939902676,1.8010441953880727,24.138000100000003,12.247808118450184,10.138358695652173,11.571239317521368,11.358799320238097,1.2080660467888753,822,Std,Comfortable,0,4,1.2080660467888753,0,0.2357602874002758,-0.7139293945246153,0,1.0187025910566248,0.1577196492025065,2.1137942744385354,1.0725555790846901,0.8878285058534613,2.1094494227980114,0.2124399972832709,0.18472707323122886,6.340323889461317,9.147149635565924,2.5192496963715096,1.029992274585508,3.224380649480687,2.5838321137253755,2.4103948893223035,2.531411611021503,2.5143683049353602,1.0187025910566248,0.1577196492025065,2.1137942744385354,1.0725555790846901,0.8878285058534613,0.18472707323122886,6.340323889461317,3,0.4648538699304156,-1.8567608274654162
MAC000157,9449.7319998,11.496024330656937,2.6704984903231117,24.740999999999996,11.92435793394834,10.819347825,12.878337604700851,10.945920068537417,1.1021326816263677,822,Std,Comfortable,0,4,1.1021326816263677,0,0.3747595846499549,-0.8282236281317233,0,1.1765421588611586,0.23229754750118553,2.152135132655121,1.037259190978742,0.9411381337293672,1.1050101089483402,1.9324175361634346,0.09612105724937497,4.304805220510027,9.153847477784192,2.5254105401710536,1.3003274812685495,3.248085051452187,2.5591137428703212,2.46973783490581,2.630329178791994,2.480389803222721,1.1765421588611586,0.23229754750118553,2.152135132655121,1.037259190978742,0.9411381337293672,0.09612105724937497,4.304805220510027,3,0.5279998357426626,-2.108967826484628
MAC000158,3290.0800000000004,4.0074056029232645,1.0258809803338615,13.551000099999998,4.32553505498155,3.8027228260869568,4.0527307688034195,3.989337308517888,1.1374833547753511,821,ToU,Comfortable,1,4,1.1374833547753511,0,-2.229085167948376,0.004397733534290681,0,1.0158904698932598,0.25599622947806616,3.38148868899777,1.0793851195000332,0.9489236313861942,0.5228122288945936,0.0633934602855315,0.13046148811383904,3.9062922752672997,8.098971057368642,1.610917937241512,0.7060046579675341,2.6776597266505213,1.6725131863564728,1.5691830125200814,1.6199288434343806,1.607303097039977,1.0158904698932598,0.25599622947806616,3.38148868899777,1.0793851195000332,0.9489236313861942,0.13046148811383904,3.9062922752672997,0,-3.0581612370566758,0.13382160001064453
MAC000159,8524.036000600001,10.382504263824606,3.658076237762345,20.243,11.316992620664209,10.001293478804348,10.296833334188037,10.416655878023851,1.131552784956808,821,Std,Affluent,0,3,1.131552784956808,0,0.04877978961137693,-0.59371099130747,0,0.9884969289822143,0.35233078576016236,1.9497221032511263,1.0900059603240082,0.9632832562725974,1.3156991418598611,-0.1198225438358147,0.1267227040514109,2.838233847799118,9.050762525087082,2.432077462821468,1.5386025383875372,3.0560274293377465,2.5109798228412177,2.3980128548675417,2.424522450532311,2.4350733310490664,0.9884969289822143,0.35233078576016236,1.9497221032511263,1.0900059603240082,0.9632832562725974,0.1267227040514109,2.838233847799118,3,0.3766898073716083,-1.4948437929876395
MAC000160,5560.1450001,6.772405603045067,2.615241198120129,16.35,6.704671588191882,6.861391303260869,7.397200850427351,6.523339013798978,0.977159050504297,821,Std,Comfortable,0,4,0.977159050504297,0,-1.2227871644783783,-0.43318745266552794,0,1.1339591121695136,0.3861612793514556,2.414208265736522,0.9899983833187556,1.0131393026779862,-0.15671971506898696,0.8738618366283735,0.02314091935923063,2.58958488042763,8.623559301312655,2.0505797178844274,1.2851585748566312,2.8535925063928684,2.0418268446569203,2.0619636013695746,2.127898418223135,2.0180100572074355,1.1339591121695136,0.3861612793514556,2.414208265736522,0.9899983833187556,1.0131393026779862,0.02314091935923063,2.58958488042763,3,-1.4029286494695092,-1.2088602538719948
MAC000161,5607.3939995,11.956063964818764,2.049818358659523,22.11799999999999,12.865878450828728,10.929108695652175,12.090917909701492,11.902122386865672,1.177211942153627,469,Std,Affluent,0,3,1.177211942153627,0,0.09774229713013952,-0.8174422172412245,0,1.0158622555572026,0.1714459033713184,1.8499397640513966,1.0760963986635343,0.9141058306233321,1.9367697551765524,0.1887955228358198,0.16199056804020226,5.83270960475855,8.632019682933416,2.5615639383776894,1.115082034308017,3.1406115348720753,2.6294310344951994,2.478981522141285,2.5719187004351562,2.5573918239483078,1.0158622555572026,0.1714459033713184,1.8499397640513966,1.0760963986635343,0.9141058306233321,0.16199056804020226,5.83270960475855,3,0.3361341144472052,-1.9439905785385256
MAC000162,3998.3170001,4.870057247381242,1.7391559674212047,10.32,4.973177121771218,5.185288043478261,4.612282051282051,4.972816013798978,0.9590935201628104,821,Std,Adversity,0,2,0.9590935201628104,0,-1.9784312211502133,-0.3123092986024775,0,0.9274988479333776,0.35711194385742606,2.119071164200004,1.021174053605093,1.064728136725372,-0.21211092170704315,-0.3605339625169268,0.04355408312027906,2.800234539802177,8.293878875547591,1.7698643863275842,1.0076498318584262,2.4265710727750367,1.787278967047525,1.822173576058063,1.7249574195806523,1.7872185102954992,0.9274988479333776,0.35711194385742606,2.119071164200004,1.021174053605093,1.064728136725372,0.04355408312027906,2.800234539802177,0,-2.7509737563010392,-0.8058823916189441
MAC000163,10408.8789995,12.678293543848966,6.201402610613132,37.82500000000001,15.318306270479706,10.315244563043478,13.462542734615388,12.365662690971035,1.4850161517589788,821,Std,Comfortable,0,4,1.4850161517589788,0,1.2774916623250623,-0.02737756414152609,0,1.0887036127664749,0.489135395077394,2.9834454365434575,1.2082308245403224,0.8136145226289958,5.003061707436228,1.0968800436443527,0.3946163019113266,2.044419532187488,9.25051053805443,2.615810163466892,1.9742758140791858,3.659064369034751,2.792287561704094,2.426150892907906,2.6715620473721544,2.592688932422317,1.0887036127664749,0.489135395077394,2.9834454365434575,1.2082308245403224,0.8136145226289958,0.3946163019113266,2.044419532187488,1,2.1926625845261496,-0.09536495313669736
MAC000164,12115.5349996,15.355557667427124,8.327782359463278,59.67800010000001,17.94174476987448,9.384994565217392,15.17050442522124,15.42984191740675,1.911747815456627,789,Std,Affluent,0,3,1.911747815456627,1,2.419513940837655,0.6979079007459319,0,0.9831924087903097,0.5423301450521973,3.8864102174668234,1.1684201896172808,0.6111789722848214,8.556750204657087,-0.2593374921855087,0.5572412173324593,1.8438918898964463,9.402326327626536,2.7945677580811306,2.232997297374458,4.105581195796132,2.941368204416566,2.340361933997885,2.7831888682305492,2.7990993104208286,0.9831924087903097,0.5423301450521973,3.8864102174668234,1.1684201896172808,0.6111789722848214,0.5572412173324593,1.8438918898964463,1,3.430059635368948,0.9543260170317042
MAC000165,8670.7949995,10.561260657125455,2.461299522205529,18.123,10.817904059778597,10.391054347282608,11.186324786324787,10.312086881601362,1.041078475499374,821,ToU,Affluent,1,3,1.041078475499374,0,-0.04072339608551961,-0.862247189313111,0,1.084777875708684,0.23304976262423566,1.715988163949409,1.0243003545395537,0.9838838090212441,0.42684971249598824,0.8742379047234259,0.040416545518309546,4.29091065285365,9.067831084043464,2.4476599106828982,1.2416441030079128,2.9508917990808374,2.469615674746902,2.432828340978521,2.500314403885772,2.425871789605748,1.084777875708684,0.23304976262423566,1.715988163949409,1.0243003545395537,0.9838838090212441,0.040416545518309546,4.29091065285365,3,-0.03531754496741341,-2.2805296487417506
MAC000166,7871.9789996,9.5882813637028,2.294240035123887,27.122,9.98454243394834,8.662592391847825,9.656465811538462,9.56110051056218,1.1526043047737382,821,Std,Adversity,0,2,1.1526043047737382,0,-0.24805415842596723,-0.4924713618538361,0,1.0099741960558555,0.23927539345408874,2.828660960452362,1.0413275345066615,0.9034561210504974,1.3219500421005144,0.09536530097628138,0.13787141345616402,4.1792672714781425,8.971191795786016,2.359747857840904,1.1921754995085097,3.336552188168624,2.3964890512547266,2.268261975766695,2.3661668263879,2.357177487863466,1.0099741960558555,0.23927539345408874,2.828660960452362,1.0413275345066615,0.9034561210504974,0.13787141345616402,4.1792672714781425,3,0.016358776927006866,-1.344697247019599
MAC000167,5072.3940004,6.178311815347137,4.019625624543718,32.75300010000001,6.76694465092251,5.351951086956522,6.776837609829061,5.939717205621807,1.2643881224973088,821,Std,Comfortable,0,4,1.2643881224973088,0,-1.008392233452615,0.2705268547314106,0,1.1409358786440305,0.6506024775176213,5.301285493126935,1.0952738802919126,0.8662479947053012,1.4149935639659885,0.837120404207254,0.2290258855866114,1.5370345141951924,8.53176530070498,1.971064232203632,1.6133553541385313,3.5190693052197446,2.0498768632272997,1.8487620234990214,2.0511497786704527,1.9372610252189915,1.1409358786440305,0.6506024775176213,5.301285493126935,1.0952738802919126,0.8662479947053012,0.2290258855866114,1.5370345141951924,3,-0.5160864645341281,1.3401197192100671
MAC000168,1640.9549999,1.9987271618757616,1.4551354344869587,8.190000000000005,2.6291845022140214,1.3849619565217397,2.01775641025641,1.991141396763203,1.8983789348540256,821,Std,Affluent,0,3,1.8983789348540256,0,-2.738653126535393,1.1532589982989923,0,1.0133662030081179,0.7280306858344092,4.097605745602681,1.3154287573286558,0.6929216203277908,1.2442225456922817,0.02661501349320705,0.622507137000865,1.373566589830336,7.403642883973007,1.098187919261403,0.8981819265219839,2.2181159363675964,1.2890079680005768,0.869183173069159,1.104513644780891,1.0956550526070579,1.0133662030081179,0.7280306858344092,4.097605745602681,1.3154287573286558,0.6929216203277908,0.622507137000865,1.373566589830336,0,-3.6034576453609355,4.543758287986059
MAC000169,5535.8740002,6.742842874786846,2.5468523561273755,26.756,7.778575645756458,5.861233696195652,7.706119658119658,6.358844974787053,1.3271223639628855,821,Std,Affluent,0,3,1.3271223639628855,0,-1.0126423189083695,0.10253763414673098,0,1.211873929432254,0.37771189774253616,3.9680586554950907,1.1536045903187033,0.8692524704764777,1.9173419495608064,1.3472746833326044,0.28435211984222564,2.6475135108614665,8.61918536059511,2.046768916648883,1.2660605499258102,3.3234520330373023,2.172314167351981,1.9258872646642582,2.1640261873636635,1.9959029876520504,1.211873929432254,0.37771189774253616,3.9680586554950907,1.1536045903187033,0.8692524704764777,0.28435211984222564,2.6475135108614665,3,-0.5341984641028621,0.3567448074837814
MAC000170,10515.2530011,12.823479269634149,4.461029178781949,43.986,13.257007407037037,11.433086957065218,12.873521368803418,12.803496588395904,1.159529906252904,820,ToU,Comfortable,1,4,1.159529906252904,0,1.15061256840474,-0.5982391331279564,0,1.005469113414055,0.3478797553379962,3.430114062261111,1.0338072916468297,0.8915744179166895,1.8239204499718191,0.0700247804075147,0.1422328737301403,2.874548202669083,9.260677244242375,2.6263685427783026,1.6976372662764068,3.806351330254107,2.6572485337085507,2.5203612219996856,2.629982085939556,2.6249219360396063,1.005469113414055,0.3478797553379962,3.430114062261111,1.0338072916468297,0.8915744179166895,0.1422328737301403,2.874548202669083,1,1.468497498071341,-1.3458406788943738
MAC000171,2738.2989991,3.339389023292683,2.62969365071149,18.5039999,3.896096295925926,3.0510163021739123,3.1686452982905986,3.407569964675768,1.276982694640859,820,Std,Adversity,0,2,1.276982694640859,0,-2.1967295926126864,0.428177821123544,0,0.929883876561349,0.7874772435591626,5.541131694989856,1.1667089704257794,0.9136447916813172,0.8450799937520137,-0.23892466638516918,0.2530641787444623,1.2698763530028507,7.91545732690502,1.467733560158994,1.289148250972016,2.970619567611762,1.5884382133021309,1.3989677884469447,1.4275911145140583,1.4833235091686094,0.929883876561349,0.7874772435591626,5.541131694989856,1.1667089704257794,0.9136447916813172,0.2530641787444623,1.2698763530028507,0,-2.550767171635938,2.784512402624693
MAC000172,2672.486,4.24204126984127,2.3642288446955786,10.65,4.437655555555556,4.712777142857144,4.355577777777778,4.196626666666667,0.9416219947211872,630,Std,Affluent,0,3,0.9416219947211872,0,-2.145453867341471,-0.23061571953805543,0,1.0378756763135395,0.5573326936188319,2.5105831867155124,1.0461129977664285,1.1109689255957103,-0.2751215873015882,0.1589511111111115,0.06485592782928182,1.7942572133166483,7.891138517793815,1.6567109777891988,1.2131987673520985,2.4553061800117097,1.6933480039238669,1.7427052702044887,1.67813859308932,1.64800969713013,1.0378756763135395,0.5573326936188319,2.5105831867155124,1.0461129977664285,1.1109689255957103,0.06485592782928182,1.7942572133166483,0,-2.9932813444069195,-0.05247701340760465
MAC000173,4771.0359999,5.818336585243903,1.4273066349467491,11.261,6.910318518148149,4.549016304347826,6.090833332905984,5.709523890784983,1.5190794089843218,820,ToU,Affluent,1,3,1.5190794089843218,0,-1.6217350261074033,0.2817090474317644,0,1.0667846185829617,0.2453117602812517,1.9354325587018928,1.187679198208378,0.7818412454933436,2.3613022138003226,0.38130944212100104,0.4058379527150344,4.076428795850234,8.470528327175101,1.9196155396494234,0.8867822619639782,2.50642349325025,2.0681680487498926,1.713620669589191,1.9588028700131976,1.9035279932925289,1.0667846185829617,0.2453117602812517,1.9354325587018928,1.187679198208378,0.7818412454933436,0.4058379527150344,4.076428795850234,3,-1.4134859913883968,0.3350419869418886
MAC000174,16997.5449988,20.72871341317073,4.15975138285714,45.01900000000001,20.60038517888889,20.824347822826088,21.660670934615386,20.356566553071673,0.9892451069734431,820,Std,Adversity,0,2,0.9892451069734431,1,3.6099346565257764,-2.0239548106977767,0,1.0640630291989934,0.200675801689568,2.1718182373816477,0.9938091079010523,1.0046135716740152,-0.2239626439371989,1.3041043815437128,0.010804463772962987,4.983137022220063,9.740883031069583,3.0786345846540355,1.6408883967158665,3.8290543546883806,3.072711146887092,3.0830262191635436,3.120630863926551,3.061359259274237,1.0640630291989934,0.200675801689568,2.1718182373816477,0.9938091079010523,1.0046135716740152,0.010804463772962987,4.983137022220063,1,2.582295757613432,-3.535207192687375
MAC000175,6576.901,8.020610975609756,1.353739250958746,13.534000000000002,7.93225925925926,7.401782608695653,8.267952991452992,7.92184300341297,1.0716686245650846,820,Std,Affluent,0,3,1.0716686245650846,0,-1.0228274671880944,-0.5658149938607314,0,1.0436904574100307,0.16878253867353182,1.687402412827869,0.9889842923932524,0.9228451184528152,0.5304766505636067,0.3461099880400216,0.06613917394043713,5.924748395838778,8.791470976468524,2.19951206743576,0.8560052342060925,2.6764907321944444,2.1896693594477634,2.128443898655693,2.226562534422285,2.1885025399824296,1.0436904574100307,0.16878253867353182,1.687402412827869,0.9889842923932524,0.9228451184528152,0.06613917394043713,5.924748395838778,3,-1.2316430336968676,-1.8504976698749669
MAC000176,6407.6720001,7.814234146463415,2.9754944898305187,16.305999999999997,6.855714815185185,10.08288043478261,7.759952991452992,7.8359095564846415,0.67993607378296,820,Std,Affluent,0,3,0.67993607378296,0,-0.865595760722145,-1.0471800267971474,0,0.9903064788087977,0.380778724220652,2.0867045455344155,0.8773366409747678,1.2903221167264136,-3.2271656195974243,-0.0759565650316496,0.41298547575164574,2.626190252242858,8.765407352179297,2.176367931356644,1.3801491403266253,2.851053262184547,2.0612412688638675,2.405401614571704,2.170190538661412,2.1788240497070057,0.9903064788087977,0.380778724220652,2.0867045455344155,0.8773366409747678,1.2011164963291405,0.41298547575164574,2.626190252242858,3,-1.1148550585714618,-1.8382965100269861
MAC000177,4581.4019997000005,5.593897435531136,2.7583732574925497,17.901000099999994,5.7722453535315985,5.6998532592391316,6.059735041880342,5.407562392991453,1.0127005167149887,819,Std,Comfortable,0,4,1.0127005167149887,0,-1.5353994191633207,-0.2072684880290101,0,1.1206036067435001,0.4931039219396633,3.2000938712610556,1.0318824018805284,1.0189411418403658,0.07239209429246696,0.6521726488888886,0.012941260040162562,2.0279659672964305,8.429978593713223,1.8861445903173393,1.3239862195003655,2.9392148360095445,1.9128326942010505,1.902085624550977,1.954407521322197,1.857478916702469,1.1206036067435001,0.4931039219396633,3.2000938712610556,1.0318824018805284,1.0189411418403658,0.012941260040162562,2.0279659672964305,3,-1.7736875412639113,-0.3643300890678654
MAC000178,9297.97,11.352832722832725,3.3341351791614646,25.628,12.767591076579926,10.511500003260869,12.197918803418805,11.014798290598293,1.2146306291193976,819,Std,Adversity,0,2,1.2146306291193976,0,0.43294591605926125,-0.5960645060902133,0,1.1074118085683475,0.293683080415058,2.257409967033797,1.1246171121930426,0.9258921833867987,2.256091073319057,1.183120512820512,0.19872492880624382,3.405019429676677,9.137658920319643,2.513885407042504,1.4665220930203424,3.2819632937384573,2.6223173574643726,2.4433465359855586,2.5800591507540043,2.4861390809158657,1.1074118085683475,0.293683080415058,2.257409967033797,1.1246171121930426,0.9258921833867987,0.19872492880624382,3.405019429676677,3,0.8687390487546518,-1.4678638143813982
MAC000179,6123.9040002,7.477294261538462,2.984811724489054,19.3120001,8.612412639776952,6.867608696739131,8.602598291880343,7.0271726494017095,1.2540626244188404,819,Std,Affluent,0,3,1.2540626244188404,0,-0.8554399018423511,-0.11453503808924609,0,1.2241903674335362,0.39918334372085845,2.582752108150205,1.1518085535657903,0.9184616170053599,1.7448039430378213,1.575425642478633,0.23334693656043026,2.5051082682222625,8.720118361853363,2.137391325957428,1.382490065075623,3.0112118493255755,2.2630552466008105,2.0627541657795283,2.2620337172574265,2.082832367501877,1.2241903674335362,0.39918334372085845,2.582752108150205,1.1518085535657903,0.9184616170053599,0.23334693656043026,2.5051082682222625,3,-0.40997901649250756,-0.3610737241750641
MAC000180,8826.8830051,10.777634926862028,3.5083779807970803,24.9980003,11.530795547583642,9.351342384782608,12.641111117521367,10.03224445059829,1.2330630020866995,819,Std,Comfortable,0,4,1.2330630020866995,0,0.23778469601086946,-0.45594704595965607,0,1.2600480301015258,0.3255238908240395,2.31943261672955,1.0698817092943778,0.8676617440263922,2.1794531628010336,2.6088666669230776,0.20221996526798566,3.071961709190908,9.085670514581514,2.4662023878509554,1.5059374393345286,3.2580196235251764,2.5281892583197476,2.337116210314001,2.613088109326451,2.400822298566601,1.2600480301015258,0.3255238908240395,2.31943261672955,1.0698817092943778,0.8676617440263922,0.20221996526798566,3.071961709190908,3,0.7258487560353997,-1.2900295249914535
MAC000181,9226.9569987,11.26612576153846,4.317472623989857,33.463999900000005,12.30272490260223,10.790413048369569,11.644756408119658,11.114673502905983,1.1401531810969918,819,Std,Affluent,0,3,1.1401531810969918,0,0.5845219668999493,-0.5585317064863954,0,1.0476920763694055,0.3832259937576168,2.9703198453476563,1.0920101613451239,0.957774865911066,1.512311854232662,0.5300829052136748,0.134235295434058,2.6094195249525654,9.129992959410659,2.506841460007783,1.6709981197931272,3.5399152980724,2.5879688941375933,2.467286747724378,2.5372426160470662,2.494417404083296,1.0476920763694055,0.3832259937576168,2.9703198453476563,1.0920101613451239,0.957774865911066,0.134235295434058,2.6094195249525654,3,0.9815477737530592,-1.2746274628724157
MAC000182,4448.3830007,6.068735335197816,2.338571968957788,14.146000100000006,6.611918032786885,5.167364133152174,7.84886667,5.353959847036329,1.2795530918391886,733,Std,Affluent,0,3,1.2795530918391886,0,-1.4674241416184473,0.02243005576935462,0,1.465992541642272,0.3853474331047141,2.330963040518863,1.089504909685842,0.8514728351571627,1.4445538996347116,2.494906822963671,0.23803207452867944,2.59505401888649,8.400520714019184,1.9556815862838999,1.2055431613569942,2.7177364772940344,2.029715181218659,1.81927153969387,2.180289390932465,1.8490782165066664,1.465992541642272,0.3853474331047141,2.330963040518863,1.089504909685842,0.8514728351571627,0.23803207452867944,2.59505401888649,3,-1.3225625922330249,-0.1433100958887057
