LCLid,consumo_total,consumo_medio,consumo_std,consumo_max,consumo_invierno,consumo_verano,consumo_finde,consumo_semana,ratio_invierno_verano,dias_registrados,stdorToU,Acorn_grouped,tarifa_enc,acorn_enc
MAC000110,13098.997999000001,16.332915210723193,4.919256110246964,36.127,18.708694442460317,13.442684780434785,18.13728070131579,15.616198604703834,1.3917378378128846,802,Std,Affluent,0,3
MAC000111,8193.7089999,10.242136249875,2.8352572958329008,22.5459999,10.5913079988,10.33655978152174,10.472078946929825,10.15048076923077,1.0246452589659862,800,Std,Adversity,0,2
MAC000112,10270.252,12.821787765293383,4.577587897176073,29.310999699999996,15.372079680876496,9.879211955978262,13.592197367543859,12.515237347643978,1.5560024618736765,801,Std,Affluent,0,3
MAC000113,19736.9669994,24.64040823895131,8.493328867587058,52.7289998,26.98061753067729,21.004418476086958,23.902596492105264,24.933987782198955,1.2845209819483034,801,Std,Affluent,0,3
MAC000114,2224.7480001,5.466211302457002,1.4130663249451556,12.119999999999996,6.39776515,4.762423913043477,5.530982756896551,5.440391753608248,1.3433839413357682,407,Std,Adversity,0,2
MAC000115,7180.1079997,8.96393008701623,2.676828866660012,26.40799980000001,10.526513941832668,6.58639674076087,9.719859647807018,8.663141361256544,1.5982202041470746,801,Std,Adversity,0,2
MAC000116,25085.2279952,31.317388258676655,10.583562437635885,89.44200020000002,34.11712350438248,29.40642390597826,29.285798234210528,32.12576962966841,1.1601928358671896,801,Std,Affluent,0,3
MAC000117,6512.5299993,8.130499374906368,3.7382210539114697,29.015000200000006,10.21079282629482,6.752141304347826,9.220263155701755,7.696876090401396,1.5122300991375592,801,Std,Adversity,0,2
MAC000118,6132.2589997000005,7.6557540570536835,3.740918936976911,26.189999900000004,8.950083664143426,6.325864130978261,8.307982453508773,7.396228621815009,1.4148394691998978,801,Std,Comfortable,0,4
MAC000119,10286.196999900001,14.207454419751382,4.50937324478853,30.56000000000001,17.564655549444446,10.547380435326087,13.558233012135924,14.465638994980695,1.665309599083577,724,Std,Comfortable,0,4
MAC000120,1269.5700000000002,2.1124292845257906,1.079804129803634,7.475999999999999,2.173366459627329,2.378090909090909,2.0617732558139537,2.132738927738928,0.9139118851206042,601,Std,Affluent,0,3
MAC000121,8861.1660002,11.062629213732835,2.3417854330564105,21.488000000000003,12.884446217928287,10.034603259782608,11.213442982894737,11.002619546422338,1.284001429888718,801,Std,Adversity,0,2
MAC000122,4261.7419995,5.327177499375,1.1087338298665679,8.394999999999998,5.7162679988,4.79041847826087,5.418096490789474,5.290937062237762,1.19327086588986,800,Std,Affluent,0,3
MAC000123,6053.0059997,7.566257499624999,1.28546764207592,11.888000000000003,8.6870560008,6.479972825000001,7.60883771885965,7.549284964685315,1.340600477008871,800,Std,Adversity,0,2
MAC000124,8737.9169998,10.92239624975,1.8632205648009734,18.313999899999995,11.7030279988,10.005125000543478,10.692364035526317,11.014087412062938,1.1697032099510083,800,ToU,Comfortable,1,4
MAC000125,8176.8410004,10.2210512505,4.440678835403196,25.1149999,11.0917840012,8.29791304076087,12.381951756140353,9.359713286713287,1.3366954570407854,800,Std,Comfortable,0,4
MAC000126,4239.7389997,5.299673749625,2.7001059519462123,19.754000000000005,5.9612559996,3.9472010880434785,5.6038903513157905,5.178412586713287,1.510248491623299,800,Std,Affluent,0,3
MAC000127,7532.9309995,9.416163749375,2.906846323240585,18.060999899999995,10.634715998399999,8.716195652173912,9.78222806885965,9.270249999650352,1.2201096903599105,800,Std,Adversity,0,2
MAC000128,4203.3480005,5.254185000625,1.3130763991285708,10.194000000000004,5.6193400019999995,4.831798911956522,6.264548248245613,4.851452797027973,1.1629910394457088,800,Std,Comfortable,0,4
MAC000129,8276.3839981,10.345479997625,6.561448464305036,36.6319999,11.922315993600002,8.117945650000001,5.157206139035088,12.413533213986016,1.4686368989133478,800,Std,Affluent,0,3
MAC000130,2996.1849998000002,3.74523124975,0.7941520311034191,8.251999999999999,4.1540479996,3.4432391304347827,3.7709956140350878,3.734961538111889,1.206435753022971,800,Std,Adversity,0,2
MAC000131,8193.0670002,10.24133375025,3.2515969440747376,21.388000100000003,12.3095319992,7.124054346739131,9.236793859210527,10.641744755769231,1.7278827016461067,800,Std,Affluent,0,3
MAC000132,11165.5869986,13.95698374825,3.418834642106205,32.0260001,14.9268319976,12.57019021304348,15.328754383333333,13.410194054545455,1.1874785152123342,800,Std,Affluent,0,3
MAC000133,17485.4879983,21.856859997875,5.605167389185279,45.1130002,23.701863988000003,18.84213586902174,23.728815785964915,21.11069580262238,1.2579180457482035,800,Std,Adversity,0,2
MAC000134,8074.6450026,20.65126599130435,23.49941621519649,77.14900029999997,33.29837931293103,7.545065227173915,23.721142863392856,19.41891398530466,4.413265345903172,391,Std,Adversity,0,2
MAC000135,2298.0440000000003,5.369261682242992,0.694918607084387,7.842,5.559333333333333,5.1277934782608705,5.406418032786885,5.354447712418302,1.0841568157425103,428,Std,Adversity,0,2
MAC000136,7303.0179999,16.90513425902778,4.619618423150683,32.165,18.181044582165605,15.654260872826088,20.222354837096777,15.569629870454548,1.1614118078429305,432,Std,Adversity,0,2
MAC000137,11161.9910013,13.952488751625001,3.877554951411729,29.235000200000005,14.7197080012,13.004625002173913,16.300675444298246,13.016498251748251,1.131882454654166,800,Std,Comfortable,0,4
MAC000138,6636.628999,8.29578624875,5.052847974507622,32.7859999,11.6110039988,4.701527175543478,8.333583335526315,8.2807202770979,2.4696234001528263,800,Std,Affluent,0,3
MAC000139,12131.786,18.69304468412943,4.934422140256008,38.068000000000026,23.2657312525,14.923266305434783,18.59325269032258,18.733133908423326,1.559023957443089,649,ToU,Affluent,1,3
MAC000140,4040.1359994000004,5.0564906125156455,2.069516021111658,18.709999900000003,5.522506023694779,4.496184781521739,4.489447367982457,5.2829106821366025,1.2282646429760473,799,Std,Affluent,0,3
MAC000141,4917.2640001,6.15427284117647,2.232534362197248,15.95,7.694297189156626,4.552108695652174,6.309100877192982,6.092450087740806,1.690270600575735,799,ToU,Affluent,1,3
MAC000142,10787.6619988,25.563180091943128,8.044048400178301,50.63900039999998,28.7564761707483,22.582956529347825,26.656396694214877,25.123714281727572,1.2733706882004998,422,Std,Adversity,0,2
MAC000143,7143.7350004,8.940844806508135,2.790182580021957,16.040000199999998,9.919120481124498,7.430500001630435,8.587789474122808,9.081819615236427,1.3349194729868146,799,Std,Comfortable,0,4
MAC000144,3973.4880000000003,6.257461417322835,1.9081252695326942,13.12,6.822295600628931,5.7438196715847,7.119774725274725,5.911013245033113,1.1877626393142047,635,Std,Affluent,0,3
MAC000145,10287.5979983,12.515326031995134,3.6230728049724275,35.54299990000001,14.449036897416974,10.896097826630436,13.007008547435898,12.319656459523811,1.3260743250697247,822,Std,Comfortable,0,4
MAC000146,2707.3,6.507932692307692,1.361995732805962,17.177,6.7899214285714296,6.317804347826088,6.030127118644068,6.697130872483221,1.0747278611405453,416,ToU,Adversity,1,2
MAC000147,5426.4800006000005,6.6015571783455,1.6961671929431916,18.825,6.840760149446495,6.7740054375000005,7.303760687179488,6.322108843197279,1.0098543915720177,822,ToU,Comfortable,1,4
MAC000148,4030.609,4.903417274939173,2.7163029084975348,14.566000000000004,7.023892988929889,2.022739130434783,4.871217948717947,4.916231292517006,3.472464348359035,822,Std,Comfortable,0,4
