variable,count,mean,std,min,1%,5%,25%,mediana,75%,95%,99%,max,nulos,pct_nulos
consumo_medio,5384.0,10.178302549097682,7.3277598170895075,0.0,1.5206885396528491,2.8498947773898147,5.380212509427086,8.335489035756183,12.813572130182528,23.200488624975012,36.97297469998001,101.36695950576323,0,0.0
consumo_std,5384.0,3.872434627102217,3.884581040421495,0.0,0.4822826577017735,0.8287783688299699,1.6635834866686463,2.751952796253515,4.492990196183696,11.032805192764016,19.775357249241146,61.80694983894968,0,0.0
consumo_max,5384.0,27.06077692936479,22.128664191017457,0.0,4.199939999999999,6.843200000000003,13.38875,21.3394999,33.681,66.00239995499997,109.81238986800005,332.5560009999998,0,0.0
consumo_invierno,5384.0,12.030862932070637,9.832608700388892,0.0,1.3939004123028427,2.9671483333333337,5.9818069440277775,9.4295972225,14.812012500555555,29.88130455445437,51.105189902612096,111.2268333077778,0,0.0
consumo_verano,5384.0,8.23586005793122,5.500496703501694,0.0,1.3525394830141362,2.4603173912228264,4.577072011684782,7.050611413043478,10.409243206250002,17.70022776442919,26.873494081010335,87.28159785815217,0,0.0
consumo_finde,5384.0,10.5217940590855,7.415615225825159,0.0,1.3788017267563901,2.875742769731183,5.531405148278192,8.687030933460477,13.304657674477163,24.005017618199787,37.04398842207517,96.84453297197804,0,0.0
consumo_semana,5384.0,10.041568522233515,7.334407772520846,0.0,1.509867590611774,2.8262586393887665,5.293714317425366,8.215017924620604,12.56285309375238,23.136860285717997,36.948917814687306,103.1562673952174,0,0.0
ratio_invierno_verano,5384.0,140.6617714554362,8238.337429950532,0.0,0.6602221444558677,0.9027156061279225,1.1114816773077245,1.2775178439210184,1.531559629985496,2.818758539239612,5.288940368527272,582061.108888889,0,0.0
dias_registrados,5384.0,636.4154903417533,88.03260878542778,358.0,405.0,487.0,596.0,646.0,679.0,795.0,815.0,822.0,0,0.0
