LCLid,consumo_medio,consumo_std,consumo_max,consumo_invierno,consumo_verano,consumo_finde,consumo_semana,ratio_invierno_verano,dias_registrados,stdorToU,Acorn_grouped,cluster,PC1,PC2
MAC005354,16.180296358609272,5.97541884921634,33.3349999,18.895530387845305,10.399672725454543,15.892732555813952,16.294789354166667,1.816934923794393,604,ToU,Affluent,2,2.458682339618792,0.1149003742439266
MAC005355,21.575511624076608,13.455566842194107,61.764,36.48248618950276,10.475907610869566,23.760735573076925,20.706435942638624,3.4825128344141296,731,Std,Affluent,2,4.551348772358671,2.4865876858027836
MAC005356,35.85184814596443,13.86865702988614,85.46399960000002,42.2333867198895,29.405744566304353,33.175124996634615,36.91639578470364,1.4362290738271288,731,Std,Affluent,2,5.963921253325831,-0.8311030652836779
MAC005357,7.594640218878249,3.2363484514414274,18.335000000000004,11.265950276243094,5.615,8.012682692307692,7.4283824091778206,2.0064021851898324,731,Std,Adversity,0,-0.17875446645064808,0.9286533140455383
MAC005358,6.036685362653898,1.709266382082957,14.262000000000002,6.001856354143647,5.982195652173913,5.642081730288462,6.193621415296367,1.0032863683882056,731,Std,Affluent,1,-1.5506421712642915,-0.42849167425558077
MAC005359,5.259374828864569,2.797580601834851,19.4070001,5.576364644198894,4.239282607608696,4.757754808653846,5.458871892351816,1.315402591652607,731,ToU,Affluent,1,-1.5889326323703996,0.44971162323777425
MAC005360,7.787541722982216,1.1860702739390605,11.328,8.590657460220996,6.909364129347827,7.69611057451923,7.823904397705545,1.243335284703917,731,Std,Affluent,0,-1.0088316546620877,-0.5190614671046151
MAC005361,8.724763010547946,7.739764822397696,121.01099970000004,8.910233331666667,5.892614130434782,9.318864730917875,8.489621411854683,1.5121016958406432,730,Std,Comfortable,0,1.33221447132357,0.9405089712494701
MAC005362,4.705793433652531,2.2702196576662694,12.250999900000002,5.176966850828729,4.303266304347827,2.468274038461539,5.595667304015296,1.2030316698193848,731,Std,Affluent,1,-2.358573412940379,0.27390469328639816
MAC005363,14.798634748426814,3.878146660570138,29.46099999999999,16.53455801325967,13.239489129891304,13.2145528875,15.428632888145316,1.2488817810233466,731,Std,ACORN-U,0,1.887240395541373,-0.7224727299539271
MAC005364,12.38379890506156,6.149883095483365,28.502,19.317060769060777,7.802891303804349,12.495312502884616,12.339449328871895,2.4756282692307083,731,Std,Adversity,2,1.8520657844822732,1.344007993482274
MAC005365,10.719469218467852,4.744128999703854,43.10800029999999,8.920812157458563,10.649021734782607,11.486427885576925,10.414445503824092,0.8377118144673279,731,Std,Affluent,0,1.0907426754317595,-0.7618036476963045
MAC005366,17.116441857045142,9.06045334720334,45.8649998,25.16246408674033,14.145842383695651,20.725456735096152,15.68111662829828,1.7787885390942697,731,Std,Comfortable,2,3.354918768747642,0.17613811819626915
MAC005367,9.00742602780822,2.1558871471717893,20.623,9.56666111277778,8.561684782608696,9.493120192788464,8.813892720689656,1.1173805434684938,730,Std,Affluent,0,-0.029512045799087096,-0.6108404913261213
MAC005368,5.264461643972603,1.0903530682269644,12.15,5.590650000555556,5.322168476630435,5.304884615865385,5.248354406130269,1.0504456923260364,730,ToU,Adversity,1,-2.094030052658716,-0.39368330265721324
MAC005369,5.082902739452055,1.966641409790348,11.228,5.621233333333334,5.054978260869565,4.556985576923077,5.292463601149425,1.112019069365353,730,Std,Adversity,1,-2.0286778101829093,-0.09943516700904573
MAC005371,16.396824659863015,9.447797330531303,44.8260002,24.611172228333334,14.00080435271739,15.37286058125,16.804840997701152,1.7578397533793728,730,Std,Adversity,2,3.171448229339633,0.22691052088877797
MAC005372,6.960045205479453,1.9260513454561996,12.843000000000004,8.57568888888889,5.025353260869566,7.045841346153846,6.925858237547893,1.7064844474078904,730,Std,Comfortable,1,-1.0369265117696167,0.45013562802523727
MAC005373,8.396036986986301,2.7120096405313823,24.1969997,9.503511117777778,7.276342389130435,8.385278848076924,8.400323754980842,1.3060833731368886,730,Std,Affluent,0,-0.04889734368684489,-0.12661509952628067
MAC005374,3.808857534246575,2.2872740338094704,15.503,4.52586666611111,3.124467391304348,4.806716346634615,3.4112432948275857,1.4485237484581277,730,Std,Comfortable,1,-2.4615265142070655,0.7951153202806761
MAC005375,9.829047946027398,4.70808850718242,55.82500019999999,11.715105557222223,8.993228261413044,8.492831732211538,10.361486590613028,1.302658390739336,730,Std,Affluent,0,1.1380887670079782,0.027046742057315127
MAC005376,13.057312327671232,5.187038193486978,29.0079999,16.96437778,7.732005436413043,12.909802884615384,13.11609003678161,2.194045998216984,730,Std,Adversity,0,1.7237200517295594,0.924414036295547
MAC005377,9.84927435185185,7.220011890766438,29.278,15.86851112833333,4.036206517934783,7.958951937980768,10.603952014203454,3.931539956214346,729,Std,Adversity,2,1.2711103598004254,3.676985554698449
MAC005378,21.339156167534245,13.056648727766715,54.044,34.97631666777778,7.4783967407608705,21.6399903875,21.21928352816092,4.676980000293379,730,Std,Affluent,2,4.438591940512158,4.074904110890792
MAC005379,6.312772286831276,2.381690906266784,18.982000000000006,6.862155549999999,5.846331519565218,5.946721151442308,6.458911703646833,1.1737538922110995,729,Std,Comfortable,0,-1.089848436486234,-0.07708162911468576
MAC005380,6.148272976680385,2.6223511844812717,15.088,6.598222222777778,5.7333749994565215,7.751115383653848,5.508366603071018,1.150844148962712,729,Std,Affluent,1,-1.1580068187745989,-0.11740772017258942
MAC005381,6.513138643362832,2.063094752775507,13.327000000000002,7.279643410852714,5.633940217391304,6.744396908762886,6.420444214669422,1.2921049634634674,678,Std,Adversity,1,-1.2011233090695363,-0.10553249338736043
MAC005382,19.18350617640603,6.5692580024273655,31.6460001,24.79936667333333,12.791320654347826,19.418812497596157,19.08956430537428,1.9387649957894633,729,Std,Affluent,2,3.101184060811624,0.1807135143156231
MAC005383,5.371938271604939,1.0986464838423202,8.959,6.124266666666667,4.858467391304348,5.444807692307692,5.342846449136277,1.2605344263693956,729,Std,Affluent,1,-2.1663997673990685,-0.1492928758873716
MAC005384,8.132816642172074,3.9798444951327023,22.361000000000004,8.237793747500001,6.1625000000000005,8.488221673399016,7.990233200790514,1.3367614459616315,709,ToU,Affluent,0,-0.11339274856646227,0.13576392184466196
MAC005385,21.92821674293553,11.345678210103614,47.35100029999999,33.55374449333333,8.421016302173914,21.882028858653847,21.946656435700575,3.984523875122703,729,Std,Adversity,2,4.232217398665118,3.0905577007144793
MAC005386,13.417570631748251,6.575452570470227,33.258000100000004,20.070114463855425,7.829527173913043,13.60282352254902,13.343614487475538,2.56338747598181,715,Std,Adversity,2,2.1682234809638694,1.4387583867084373
MAC005387,9.125392314266117,3.848965012870353,25.7190001,10.231083330555556,8.120516296195653,9.392937497596154,9.018579649904032,1.2599053677711731,729,Std,Affluent,0,0.405467988064755,-0.16105901903440856
MAC005388,13.545666668998628,7.749108792822137,40.3079997,20.07066668055555,7.434407608152175,14.023942299999998,13.35472361477927,2.6996991608111416,729,Std,Adversity,2,2.381806220810807,1.7446466961468654
MAC005389,6.619074175824177,1.445852611578321,13.147,6.611766666666666,6.4422500000000005,7.04439423076923,6.448946153846154,1.026313111157368,728,Std,Adversity,1,-1.35288514952042,-0.5784714447235231
MAC005390,2.8780013736263736,0.7987233681171337,9.143000000000002,2.9756000005555556,2.862429347282609,3.1211057692307693,2.7807596153846155,1.0395362120794946,728,Std,Affluent,1,-3.911535199553958,0.1139835736035846
MAC005391,7.369029732972973,5.631155806062172,42.6569995,11.907555564444449,5.047065218478261,7.892198112264152,7.15896970189394,2.3593024242179825,370,Std,Affluent,0,0.6213303016575192,1.4117935747152721
MAC005392,9.57709779724518,3.8158681412414057,19.7760001,9.107744445555555,8.669717391847826,10.579640779611651,9.179936538846151,1.050523677230348,726,Std,Affluent,0,0.3047065548518503,-0.5427983788777079
MAC005393,38.56484708347107,21.196209167216676,86.74300010000002,58.95764441444444,22.80833150108695,38.49281551310679,38.593382667115385,2.5849169119064164,726,Std,Affluent,2,6.676448564660603,0.8434489890703959
MAC005394,6.001446277823692,1.1334266441293688,9.930999899999998,6.7771944416666665,5.246782606521739,6.139339803883496,5.946819227115385,1.2916855258224544,726,Std,Affluent,1,-1.8086397633181466,-0.19486548167385745
MAC005395,8.524898071349863,2.5148134267405524,17.301000000000002,10.44948889,7.603869564130434,8.376480582524271,8.583694230384616,1.3742328728336244,726,ToU,Affluent,0,-0.14398329834995635,-0.17173675088135645
MAC005396,5.663024793526172,1.843285620704774,14.2829998,6.035683333333332,5.0978260875000005,5.954014563592233,5.547748076923076,1.1839717647805237,726,ToU,Comfortable,1,-1.636780196518221,-0.07478129973705229
MAC005397,11.738268594352617,6.377355746075333,35.52799960000001,16.665655558888886,7.8944456489130435,11.908286408252426,11.670915383461535,2.111060635413062,726,Std,Adversity,0,1.7369983471880885,0.9881260327968043
MAC005398,18.434652886225894,11.635244728497296,45.962000399999994,29.714022211666673,6.6128152135869565,19.19501456262136,18.133432683653847,4.493399068102794,726,Std,Adversity,2,3.8084526663560894,3.9347740009892798
MAC005399,16.99380991432507,13.817059249526077,72.31899940000002,24.497227778333333,8.940010871195652,18.151665043203884,16.535121151730774,2.740178439501002,726,Std,Affluent,2,3.698745606326772,1.9022765756936062
MAC005400,5.472367768870523,3.3204670068454254,18.0569999,6.081055554444444,5.313885870108695,5.520184466019417,5.453425000384614,1.1443705338649892,726,Std,Affluent,1,-1.3096728775745758,0.1207056057697767
MAC005401,8.624044076721763,5.691619094859604,36.0490001,13.378050004444445,5.105157608152174,8.038038833495145,8.856192307692307,2.6204964490391545,726,ToU,Adversity,0,0.8225644520140165,1.995363336806111
MAC005402,15.99231818030303,4.82916160940631,36.48700029999999,19.687822221111112,13.01633151902174,16.25558251893204,15.888025,1.5125475776175683,726,Std,Adversity,2,2.456224796799822,-0.33696281031434405
MAC005403,8.655581268870524,3.449594200214688,32.29900009999999,10.194494446111111,7.636500001630435,9.823669903883497,8.19283846346154,1.334969306484021,726,Std,Affluent,0,0.3889791465732857,-0.017993927526357586
MAC005404,19.351961435261707,9.811556478042824,56.091,28.526305556111108,12.186532607065216,19.428815547087385,19.32151538326923,2.3408055543844566,726,Std,Affluent,2,3.7826209678575977,0.9587699762507291
MAC005405,2.099424242424243,0.5935979846295991,5.086,2.2535833333333337,1.992380434782609,2.3045388349514564,2.018167307692308,1.1311003475492758,726,Std,Affluent,1,-4.9893250530157545,0.38773104899821803
MAC005406,70.97213775385676,27.410767779406623,185.32199990000004,80.96945003111112,51.37971190978262,69.44233008446602,71.57817694596153,1.5759031229560383,726,Std,Affluent,2,8.939716591803398,-1.0206513371813462
MAC005407,19.533419307310343,6.696975443402395,45.227,23.23362777055556,15.554972825,20.255422324271844,19.246843928709055,1.4936462145127114,725,Std,Affluent,2,3.3354280612516773,-0.42404170630478255
