cluster,consumo_medio_mean,consumo_medio_median,consumo_medio_std,consumo_std_mean,consumo_std_median,consumo_std_std,consumo_max_mean,consumo_max_median,consumo_max_std,consumo_invierno_mean,consumo_invierno_median,consumo_invierno_std,consumo_verano_mean,consumo_verano_median,consumo_verano_std,consumo_finde_mean,consumo_finde_median,consumo_finde_std,consumo_semana_mean,consumo_semana_median,consumo_semana_std,ratio_invierno_verano_mean,ratio_invierno_verano_median,ratio_invierno_verano_std,dias_registrados_mean,dias_registrados_median,dias_registrados_std
0,9.977051920731531,9.585491473333336,2.5425681425251776,3.287012603564999,3.1033248413537153,1.309776145626018,25.419787213616516,23.908000099999995,9.689332162704774,11.168078161047005,10.739727777777778,2.9174090171931732,8.72768091353776,8.367744565217391,2.618359030898347,10.43098089842452,9.983070422535212,2.7848344513639858,9.796438726043062,9.374862499166666,2.526067388914536,1.3386818745026343,1.2609514122931345,0.43229877352504176,633.0587534736006,644.0,89.41664553650854
1,4.3837125304719775,4.464472727272727,1.4057318971956048,1.561389332422871,1.428100631976179,0.8133027984152637,12.142834143111832,11.152000100000004,6.159560715690754,4.819609287133893,4.905250000555555,1.6875545515870518,3.9426748918475236,3.974690217391304,1.3538051926000367,4.527611958245683,4.633143564356437,1.5244886435785043,4.326428279035829,4.425010729613734,1.392480062970244,406.0297000909569,1.1998334201820435,14049.077166374173,642.6925985953538,648.0,81.14756024908448
2,21.25595191530134,18.712530793518276,9.020449036283235,9.545435532172949,7.87666653280102,5.646992003935284,58.36922386360947,49.52800005,30.082025447133915,27.337949061248587,23.240605553333335,12.48933342567904,14.85103659358018,13.993036493513202,7.8931957622115725,21.68943648547555,19.46936156066076,8.842215891084512,21.083192335608924,18.415500219293108,9.196843863470217,2.3568668696599078,1.7218986286428837,3.5349973191295243,633.2958579881657,642.0,95.77086447523193
