casa,cluster_consumo,horario_consumo,semanal,tipo_consumo
MAC000980,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC000981,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC000982,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC000983,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC000984,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC000985,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC000986,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC000987,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC000989,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC000990,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC000991,1,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC000992,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC000993,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC000994,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC000995,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC000996,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC000997,1,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC000998,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC000999,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001000,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001001,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001002,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001003,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001004,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001006,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001007,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001008,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001009,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001010,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001011,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001012,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001013,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001014,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001015,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001016,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001017,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001018,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001019,1,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001020,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001021,1,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001022,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001023,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001024,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001025,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001026,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001027,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001028,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001029,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001030,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001031,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001032,2,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001033,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001034,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001035,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001036,2,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001037,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001038,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001039,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001040,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001041,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001042,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001043,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001044,2,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001047,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001048,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001049,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001050,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001051,1,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001052,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001053,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001054,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001055,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001056,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001057,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001058,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001059,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001060,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001061,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001062,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001063,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001064,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001066,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001067,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001068,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001069,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001070,2,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001071,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001072,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001073,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001075,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001076,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001077,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001078,2,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001079,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001080,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001081,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001083,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001084,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001085,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001086,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001087,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001088,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001089,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001090,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001091,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001092,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001093,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001094,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001095,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001096,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001097,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001098,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001099,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001100,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001101,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001102,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC001103,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001104,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001105,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001106,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001107,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001108,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001109,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001110,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001111,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001112,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001113,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001114,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001116,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001117,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001118,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001119,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001120,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001121,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC001122,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001123,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001124,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001125,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001126,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001127,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001128,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001129,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001130,1,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001131,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001132,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001133,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001135,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001136,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001137,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001138,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001139,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001140,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001141,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001142,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001143,0,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001144,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001145,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001146,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001147,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001148,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001149,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001151,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001152,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001153,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001154,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001155,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001156,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001157,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001158,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001159,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001160,2,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001161,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001162,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001163,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001164,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001165,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001166,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001167,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001168,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001169,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001170,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001171,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001172,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001173,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001174,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001176,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001177,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001178,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001179,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC001180,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001181,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001182,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001183,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001184,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001185,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001186,1,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001187,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001188,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001189,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001190,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001191,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001192,2,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001193,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001194,1,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001195,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001197,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001198,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001199,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001200,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001202,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001203,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001204,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001205,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001206,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001207,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001208,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001209,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001210,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001211,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001212,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001213,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001214,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001215,2,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001216,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001217,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001218,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001219,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001220,2,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001221,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001222,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001223,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001225,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001226,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001227,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001228,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001230,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001232,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001233,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001234,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001235,2,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001236,1,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC001237,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001238,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001239,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001240,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001241,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001242,1,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001243,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001244,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001246,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001247,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001248,1,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC001249,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001250,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001251,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001252,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001253,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001254,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001255,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001256,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001257,1,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC001258,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001259,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001260,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001261,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001262,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001263,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001264,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001265,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001266,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001267,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001268,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001269,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001270,1,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC001271,2,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001272,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001273,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001274,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001275,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001276,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001277,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001279,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001280,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001281,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001282,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001283,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001285,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001286,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001288,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001289,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001291,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001292,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001293,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001294,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001295,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
