cluster_horario,pct_madrugada,pct_manana,pct_tarde,pct_noche,cv_diario,hogares,pct_hogares,horario_consumo
0,0.15221990462108898,0.2131366150733992,0.25256277165438074,0.3817315466399579,0.3808692433170097,2864,51.510791366906474,consumo_noche_variable
1,0.13542408364984732,0.2692109934504931,0.2987380242322279,0.29662689866743175,0.36469009973128486,2621,47.14028776978417,consumo_tarde_estable
2,0.5544767938394115,0.15126387069156094,0.12983429449433803,0.1644250409746895,1.073210106259122,75,1.3489208633093526,consumo_madrugada_variable
