enfoque,criterio,K,Inertia,Silhouette,Davies_Bouldin,Calinski_Harabasz,Cluster_mayor_%,Cluster_menor_%
horarios,max_silhouette,4.0,15058.067697365557,0.24609936410939,0.8850152100168948,1567.139331104882,51.58273381294964,0.03597122302158273
horarios,min_davies_bouldin,4.0,15058.067697365557,0.24609936410939,0.8850152100168948,1567.139331104882,51.58273381294964,0.03597122302158273
horarios,mejor_balance,2.0,22642.43030528845,0.22792217388596098,1.5641741725525677,1266.0220273701045,52.15827338129496,47.84172661870504
semanal,max_silhouette,2.0,13058.493640452878,0.9757803049433528,0.03926234451408475,3907.863628947109,99.96402877697842,0.03597122302158273
semanal,min_davies_bouldin,2.0,13058.493640452878,0.9757803049433528,0.03926234451408475,3907.863628947109,99.96402877697842,0.03597122302158273
semanal,mejor_balance,8.0,2690.9499723300414,0.37939317149479296,0.696129540503427,5762.014749113647,35.97122302158273,0.03597122302158273
tipo_consumo,max_silhouette,2.0,13233.097806446674,0.9750257400228217,0.03953613281020566,3782.9662505314395,99.96402877697842,0.03597122302158273
tipo_consumo,min_davies_bouldin,2.0,13233.097806446674,0.9750257400228217,0.03953613281020566,3782.9662505314395,99.96402877697842,0.03597122302158273
tipo_consumo,mejor_balance,8.0,3528.138264342256,0.33648387755923675,0.8356727819477023,4206.538754978691,48.92086330935252,0.03597122302158273
