K,Inertia,Silhouette,Davies_Bouldin,Calinski_Harabasz,Cluster_mayor_%,Cluster_menor_%
2,22642.43030528845,0.22792217388596098,1.5641741725525677,1266.0220273701045,52.15827338129496,47.84172661870504
3,18731.915232745105,0.2439241540316865,1.2320853035802684,1345.0665995847244,51.510791366906474,1.3489208633093526
4,15058.067697365557,0.24609936410939,0.8850152100168948,1567.139331104882,51.58273381294964,0.03597122302158273
5,12694.45983859507,0.2326701351092149,0.9625859483306736,1652.5313709002276,39.568345323741006,0.03597122302158273
6,10944.572857826272,0.23248645389432115,0.9397509158648555,1710.7128220099646,29.172661870503596,0.03597122302158273
7,9945.289550814414,0.20547138659571204,0.9991163644124407,1661.5507200928334,33.43525179856115,0.03597122302158273
8,9203.255141503156,0.19589132619512045,1.0439402770497797,1602.685800378262,24.20863309352518,0.03597122302158273
