cluster_tipo_consumo,cv_diario,ratio_pico_intradia,hora_pico_promedio,max_diario_vs_promedio,hogares,pct_hogares,tipo_consumo
0,0.36696334428165345,1.8853380679488012,19.050130208333332,2.7571896705111514,4608,82.87769784172662,picos_bajos_variabilidad_baja
1,0.423590182537833,2.306536157752591,7.730526315789474,2.986705564218176,950,17.086330935251798,picos_moderados_variabilidad_media
2,16.88762918212367,3.7439072969936613,14.0,400.7444862523664,2,0.03597122302158273,picos_altos_variabilidad_alta
