casa,horario_consumo,semanal,tipo_consumo
MAC001368,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001369,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001370,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001371,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001372,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001373,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001374,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC001375,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001376,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001377,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001378,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001379,consumo_noche_variable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC001380,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001381,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001382,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001383,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001384,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001385,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001386,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001387,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001388,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001389,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001390,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001391,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001392,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001393,consumo_noche_variable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC001394,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001395,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001396,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001397,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001398,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001399,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001400,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC001401,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001402,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001403,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001404,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001405,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001406,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001407,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001408,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001409,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001410,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001411,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001412,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001413,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001414,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001415,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001416,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC001417,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001418,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001419,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001420,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001421,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001422,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001423,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001424,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001425,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001426,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001427,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001428,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001429,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001430,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001431,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001432,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001433,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001434,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001435,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001436,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001437,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001438,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001439,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001440,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001441,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001442,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001443,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001444,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001445,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001446,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001447,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001448,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001449,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001450,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001451,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001452,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001453,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001454,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001455,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001456,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001457,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001458,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001459,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001460,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001461,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001462,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001463,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001464,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001465,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001466,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001467,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001468,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001469,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001470,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001471,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001472,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001473,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001474,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001475,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001476,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001477,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001478,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001479,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001480,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001481,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001482,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001483,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC001484,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001485,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001486,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001487,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001488,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001489,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001490,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001491,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001492,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001493,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC001494,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC001495,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001496,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001497,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001498,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001499,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001500,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001501,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001502,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001503,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001504,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001505,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001506,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001507,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001508,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001509,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001510,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001511,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001512,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001513,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001514,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001515,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001516,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001517,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001518,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001519,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001520,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001521,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001522,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001523,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001524,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001525,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001526,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001527,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001528,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001529,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001530,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001531,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001532,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001533,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001534,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001535,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001536,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001537,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001538,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001539,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001540,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001541,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001542,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001543,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001544,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001545,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001546,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001547,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001548,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001549,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001550,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001551,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001552,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001553,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001554,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001555,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001556,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001557,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001558,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001559,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001560,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001561,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001562,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001563,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001564,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001565,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001566,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001567,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001568,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001569,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001570,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001571,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001572,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001573,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001574,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001575,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001576,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001577,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001578,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001579,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001580,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001581,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001582,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001583,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001584,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001585,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001586,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001587,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001588,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001589,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001590,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001591,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001592,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001593,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001594,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001595,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001596,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001597,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001598,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001599,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001600,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001601,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001602,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001603,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001604,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001605,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001606,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001607,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001608,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001609,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001610,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001611,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001612,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001613,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001614,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001615,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001616,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001617,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001618,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001619,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001620,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001621,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001622,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001623,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001624,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001625,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001626,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001627,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC001628,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001629,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001630,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001631,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001632,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001633,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001634,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001635,consumo_noche_variable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC001636,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001637,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001638,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001639,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001640,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001641,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001642,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001643,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001644,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001645,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001646,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001647,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001648,consumo_noche_variable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC001649,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001650,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001651,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001652,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001653,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001654,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001655,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC001656,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001657,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001658,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001659,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001660,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001661,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001662,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001663,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001664,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001665,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001666,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001667,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001668,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001669,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001670,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC001671,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001672,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001673,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001674,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC001675,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
