cluster_semanal,cv_diario,pct_fin_semana,ratio_fin_semana_vs_semana,max_diario_vs_promedio,hogares,pct_hogares,semanal
0,0.3748031834594745,0.2830268681365963,0.3957310057882874,2.7679679224442384,3857,69.37050359712231,consumo_fin_semana_estable
1,0.3808123958010626,0.32359875271512295,0.4798572501006535,2.860933574870797,1701,30.593525179856112,consumo_fin_semana_variable
2,16.88762918212367,0.0821220089575226,0.09103694489685601,400.7444862523664,2,0.03597122302158273,consumo_entre_semana_variable
