LCLid,log_consumo_mediana,intensidad_pico_diario_clip,ratio_invierno_verano_clip,ratio_finde_semana_clip,share_madrugada,share_manana,share_tarde,share_noche,peak_to_avg_period_clip,periodo_pico_sin,periodo_pico_cos
MAC000021,3.1290823997507475,2.0553555822750518,1.384709922516585,0.8331172368881807,0.20535696633453998,0.2595100574918715,0.2435739827903606,0.29155899332846136,1.247380882995251,-0.8660254037844386,0.5000000000000001
MAC000022,2.438251704415579,2.1724912167654957,3.4999340215036145,1.0008035834968587,0.22090109438896743,0.19567314784010045,0.23830379051997846,0.34512196715239385,1.5337037848557593,-0.8660254037844386,0.5000000000000001
MAC000023,2.785813389567932,1.9382783090436548,1.6511927894624494,0.9517596372231782,0.08202629274370547,0.23942043085352688,0.3124776092944809,0.3660756670217742,2.027989907713523,-0.923879532511287,0.38268343236508917
MAC000024,2.9900159816438716,3.396658923762936,3.961334111795631,0.9391762811743218,0.29924714485234744,0.17321216981873327,0.2538710025791879,0.27366968269030634,2.5515050048274057,0.13052619222005157,0.9914448613738104
MAC000025,1.775968783321731,1.6494731470839252,0.9905319351125097,1.0064127687772302,0.04387676542608743,0.28459688486215673,0.5656490721943258,0.10587727725548077,4.082017177932388,-0.6087614290087207,-0.7933533402912352
MAC000026,2.479559043461405,2.7193154642396933,1.1710983381603635,0.6258529434168364,0.15304544492141398,0.33445840911548746,0.2273340940937188,0.2851620517698242,1.7599019921285994,0.3826834323650899,-0.9238795325112867
MAC000027,2.2755221734443563,1.9427096320983206,1.0178498322597298,1.3049505139427264,0.19996060729367546,0.2623279888280279,0.2387068253639624,0.29900457837679,1.2989016177856654,-0.7933533402912357,0.6087614290087199
MAC000028,1.85536005063765,2.1246365624845938,1.9053883274409376,0.9519237556047135,0.19445748380379485,0.2721873827054056,0.2521791436440708,0.2811759895344076,1.3856732922301944,0.6087614290087209,-0.793353340291235
MAC000029,1.3967396189814292,2.9468064007323265,1.0685287625169642,1.0692995129990166,0.1785146185934759,0.22683829413157217,0.3733024683887639,0.2213446185222721,1.9012041141730887,-0.6087614290087207,-0.7933533402912352
MAC000030,2.350327088979467,4.009605476065784,1.9653368920050958,1.4832998796194805,0.11080845308138143,0.24182490436431667,0.30641221729391677,0.34095442515211244,1.9023693104630401,-0.9914448613738105,0.13052619222005127
MAC000031,3.0209125623329487,2.7956162332895973,1.6967637279811227,1.2545585623330262,0.09067087247435426,0.2728883323971327,0.31005621173717157,0.3263845833294841,1.9033661664400712,-0.9659258262890684,0.2588190451025203
MAC000032,2.597788814288472,2.512928954680384,3.4339938904247864,1.019320577742308,0.7274193202360195,0.1277838523792825,0.08432799714813771,0.06046883013985729,4.778322261070088,0.13052619222005157,0.9914448613738104
MAC000033,2.1202235354000694,2.776126354405142,1.1234393453052405,1.04627771214026,0.15808398803229393,0.2388087032407878,0.22929735074695323,0.37380995781660986,1.8638911365454356,-0.7071067811865477,0.7071067811865474
